,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
14,Portland Trail Blazers,2007,82,41,41,0.5,48.5,95.4,35.8,79.8,44.8,6.6,17.4,37.7,17.2,22.5,76.7,11.0,29.7,40.7,21.1,12.9,5.5,4.4,3.7,20.0,20.2,-1.0,59.0,1.64,17.0,106.8,68.4,48.9,-0.8,105.9,30.3,89.1,49.5,"7,381",49.5,14.3,53.2,15,15,15,15,17,14,11,11,14,25,20,24,19,18,29,16,15,28,27,23,21,15,17,7,24,26,14,18,23,25,18,25,30,20,30,22,22,17
15,Toronto Raptors,2007,82,41,41,0.5,48.4,100.2,38.4,82.0,46.8,7.0,17.8,39.2,16.4,20.2,81.2,9.6,30.4,40.1,23.8,11.7,7.0,4.1,4.1,19.5,18.4,2.9,62.0,2.04,18.7,105.6,70.9,51.1,3.3,108.9,26.9,91.35,51.9,"7,543",48.9,12.7,55.1,16,16,10,18,12,4,1,3,26,8,23,30,8,9,23,12,16,13,7,13,7,12,14,2,28,30,2,26,16,27,5,30,19,26,26,27,29,12
16,Philadelphia 76ers,2007,82,40,42,0.488,48.2,96.6,37.3,81.1,46.0,3.7,11.6,31.7,18.4,26.1,70.6,13.0,28.9,41.9,20.4,14.3,8.7,4.9,5.1,19.8,20.8,0.4,54.7,1.43,15.9,104.7,68.8,48.2,0.5,105.1,35.1,91.56,50.0,"7,536",51.5,15.6,52.2,17,14,18,24,14,24,24,23,1,22,5,10,22,22,20,13,17,23,12,17,11,30,29,30,19,10,30,2,28,14,23,19,4,11,8,24,18,14
17,Sacramento Kings,2007,82,38,44,0.463,48.4,102.5,37.1,80.0,46.4,6.2,16.7,37.3,22.1,27.7,79.8,10.1,30.0,40.1,19.1,16.1,7.9,4.1,5.5,22.4,23.1,-2.3,51.5,1.19,14.9,108.6,68.9,50.3,-2.4,106.2,29.0,95.81,48.3,"7,920",49.3,16.6,55.6,18,13,13,6,20,29,30,28,22,21,22,1,11,7,8,20,18,8,14,19,10,17,20,9,2,5,3,24,19,28,29,1,7,27,4,7,4,20
18,Atlanta Hawks,2007,82,37,45,0.451,48.4,98.2,36.3,79.9,45.4,4.7,13.1,35.6,21.0,27.2,77.2,12.3,29.9,42.2,22.0,14.9,7.3,5.5,5.1,20.4,21.9,-1.8,60.6,1.48,17.0,107.3,68.2,48.3,-1.8,105.5,32.9,92.35,49.8,"7,634",50.6,16.0,53.5,19,12,16,13,19,10,17,12,4,26,10,4,21,17,18,14,19,15,22,21,15,27,28,18,5,7,7,8,21,11,12,7,15,4,9,20,9,19
19,Indiana Pacers,2007,82,36,46,0.439,48.2,104.0,37.8,85.3,44.4,9.2,24.6,37.4,19.1,24.9,76.8,11.0,32.1,43.1,22.7,15.1,7.6,5.0,5.1,23.4,21.7,-1.4,60.1,1.51,16.9,106.3,70.1,49.8,-1.2,105.1,27.8,98.64,48.5,"8,111",48.7,15.2,54.0,20,11,19,16,18,12,14,13,23,15,25,17,14,13,3,19,20,7,9,4,23,3,3,8,11,17,12,19,8,7,7,5,11,9,10,2,10,18
20,New Jersey Nets,2007,82,34,48,0.415,48.4,95.8,34.8,78.7,44.3,6.1,17.4,34.8,20.1,27.3,73.6,11.1,30.7,41.9,23.5,15.0,6.4,4.8,4.4,22.6,22.4,-5.1,67.4,1.57,18.0,107.7,70.6,48.1,-5.4,102.3,30.0,92.96,47.5,"7,679",50.2,16.0,52.8,21,10,27,11,23,1,12,5,18,10,14,5,25,21,13,22,21,25,28,25,25,18,18,24,10,6,20,16,13,15,6,6,25,16,23,6,7,23
21,Chicago Bulls,2007,82,33,49,0.402,48.3,97.3,36.4,83.7,43.5,5.8,15.9,36.3,18.7,24.7,75.6,12.8,30.2,43.0,22.1,14.6,7.7,5.2,5.7,21.8,21.3,-3.1,60.6,1.51,16.7,106.0,68.7,47.0,-3.1,102.9,32.5,94.04,48.0,"7,754",50.0,15.4,51.5,22,9,25,17,21,11,15,16,7,23,19,14,28,29,10,21,22,18,21,5,30,23,24,14,15,18,17,4,18,9,11,13,10,7,2,9,12,21
22,Charlotte Bobcats,2007,82,32,50,0.39,48.5,97.1,36.1,79.9,45.2,6.5,17.6,36.7,18.4,25.8,71.4,10.9,29.8,40.6,21.3,14.7,7.5,4.9,5.8,21.7,21.0,-4.4,59.1,1.45,16.6,108.2,67.4,49.2,-4.5,103.7,29.4,92.75,46.9,"7,678",48.3,15.7,53.2,23,8,23,9,22,13,21,18,20,29,27,8,17,19,16,23,23,19,24,22,17,16,16,12,20,11,29,20,22,26,16,10,12,12,1,10,17,22
23,Milwaukee Bucks,2007,82,26,56,0.317,48.4,97.0,36.9,82.3,44.9,5.5,16.0,34.4,17.7,24.1,73.3,12.9,28.8,41.7,21.5,14.8,6.6,4.4,4.9,21.3,21.1,-6.9,58.2,1.45,16.5,111.1,69.4,48.2,-7.2,103.9,33.2,92.61,45.2,"7,654",50.6,15.8,52.2,24,7,21,1,26,18,22,19,3,20,11,7,23,23,17,25,24,20,16,11,19,24,23,25,22,21,22,3,29,17,14,8,21,21,12,12,16,27
24,Los Angeles Clippers,2007,82,23,59,0.28,48.3,93.8,34.4,78.6,43.8,4.3,13.2,32.4,20.8,26.6,78.1,9.8,30.4,40.1,21.1,14.4,6.8,4.9,4.7,21.3,21.6,-7.3,61.4,1.47,16.7,107.4,70.3,46.5,-7.5,99.9,26.7,93.38,46.1,"7,698",48.4,15.3,51.9,25,5,28,12,28,7,19,17,28,12,26,15,30,26,12,24,25,29,29,27,29,28,27,29,6,8,6,25,17,29,19,17,20,13,17,13,11,28
25,New York Knicks,2007,82,23,59,0.28,48.5,96.9,36.2,82.4,43.9,6.0,17.7,33.7,18.6,25.5,72.7,12.5,30.0,42.5,18.7,14.5,6.4,2.6,5.2,21.5,20.3,-6.6,51.6,1.29,14.7,110.4,69.7,47.5,-6.8,103.5,32.1,92.76,44.0,"7,676",50.2,15.5,51.8,26,6,24,2,25,28,28,30,9,18,15,12,27,27,15,29,26,21,23,10,28,20,15,27,16,13,23,6,20,10,30,14,26,30,6,11,20,25
26,Memphis Grizzlies,2007,82,22,60,0.268,48.3,100.7,37.3,82.2,45.4,7.6,21.7,34.9,18.5,25.6,72.3,10.3,31.3,41.6,19.2,15.3,6.1,4.7,4.9,19.4,22.5,-6.2,51.4,1.26,14.9,110.2,70.6,50.0,-6.3,103.9,27.7,96.33,45.1,"7,945",48.9,15.7,53.9,27,3,22,3,24,30,29,29,24,11,24,9,13,15,7,26,27,10,13,12,16,7,4,22,17,12,26,22,12,19,28,3,28,17,13,28,6,24
27,Minnesota Timberwolves,2007,82,22,60,0.268,48.1,95.6,37.5,83.1,45.1,5.4,15.4,35.0,15.2,20.6,73.6,11.8,29.6,41.4,19.9,14.5,7.5,3.7,5.7,23.0,17.5,-6.8,53.0,1.37,15.6,110.0,70.3,48.4,-7.3,102.7,31.4,92.84,43.5,"7,632",50.1,15.6,51.8,28,4,26,4,27,27,25,27,11,13,18,11,20,28,14,30,28,26,10,7,18,25,25,21,30,29,21,11,24,22,26,15,13,29,3,3,30,26
28,Seattle SuperSonics,2007,82,20,62,0.244,48.4,97.5,38.1,85.8,44.4,3.8,11.5,33.3,17.5,22.8,77.0,11.8,32.8,44.6,21.3,16.0,6.5,4.9,5.4,20.5,19.6,-8.8,55.9,1.33,15.9,108.3,70.0,46.7,-8.6,99.6,30.5,97.32,45.0,"8,030",50.2,16.3,50.9,29,2,29,8,29,21,27,24,13,17,16,3,29,30,5,27,29,17,8,3,24,29,30,28,23,24,9,12,3,3,17,2,23,14,5,19,27,30
29,Miami Heat,2007,82,15,67,0.183,48.4,91.4,34.2,77.3,44.3,6.0,16.7,35.8,16.9,23.2,72.7,9.1,28.6,37.6,20.0,14.7,7.2,4.3,4.2,20.4,20.1,-8.6,58.5,1.37,16.3,108.8,68.1,48.2,-9.4,99.4,26.4,91.24,44.5,"7,538",47.0,15.9,52.2,30,1,30,5,30,17,26,22,29,27,30,6,24,24,24,28,30,30,30,29,26,21,21,16,25,23,24,29,30,30,25,11,16,23,25,21,23,29
