TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
New Orleans Pelicans,2022,82,42,40,0.512,48.4,114.4,42.0,87.6,48.0,11.0,30.1,36.4,19.3,24.4,79.3,10.6,33.1,43.7,25.9,14.6,8.3,4.1,4.7,20.5,20.4,1.9,61.6,1.77,18.5,112.0,73.2,54.3,1.9,113.8,29.0,99.58,51.4,"8,239",51.2,14.5,58.2
Atlanta Hawks,2022,82,41,41,0.5,48.4,118.4,44.6,92.4,48.3,10.8,30.5,35.2,18.5,22.6,81.8,11.2,33.2,44.4,25.0,12.9,7.1,4.9,5.0,18.8,19.7,0.3,56.0,1.93,17.6,115.4,71.7,54.1,0.1,115.5,28.9,101.56,50.0,"8,407",50.0,12.6,57.9
Toronto Raptors,2022,82,41,41,0.5,48.3,112.9,41.9,91.3,45.9,10.7,32.0,33.5,18.4,23.4,78.4,12.7,30.3,43.0,23.9,11.7,9.4,5.2,4.6,20.0,19.6,1.5,57.1,2.05,17.2,113.1,72.1,51.7,1.5,114.6,31.6,97.85,49.6,"8,076",50.2,11.8,55.5
Chicago Bulls,2022,82,40,42,0.488,48.5,113.1,42.5,86.8,49.0,10.4,28.9,36.1,17.6,21.8,80.9,8.5,33.9,42.4,24.5,13.4,7.9,4.5,4.7,18.9,18.7,1.3,57.5,1.83,18.1,111.5,73.6,55.0,1.3,112.8,23.6,99.18,51.2,"8,225",49.3,13.3,58.7
Oklahoma City Thunder,2022,82,40,42,0.488,48.4,117.5,43.1,92.6,46.5,12.1,34.1,35.6,19.2,23.7,80.9,11.4,32.3,43.7,24.4,13.0,8.2,4.2,5.5,21.0,20.4,1.1,56.7,1.87,17.2,113.2,69.3,53.1,1.0,114.2,28.9,101.94,49.8,"8,435",48.7,12.7,57.0
Dallas Mavericks,2022,82,38,44,0.463,48.6,114.2,40.0,84.3,47.5,15.2,41.0,37.1,19.0,25.1,75.5,7.6,31.2,38.8,22.9,12.2,6.3,3.7,3.8,20.7,21.8,0.1,57.3,1.88,17.4,116.1,71.7,56.5,-0.2,115.9,22.6,97.21,48.7,"8,082",47.1,12.4,59.9
Utah Jazz,2022,82,37,45,0.451,48.3,117.1,42.5,89.8,47.3,13.3,37.8,35.3,18.7,23.8,78.6,11.8,34.1,45.9,26.0,15.4,6.1,5.2,4.9,20.5,20.5,-0.9,61.1,1.69,18.2,116.0,71.1,54.7,-0.7,115.3,30.8,101.02,49.8,"8,329",51.2,15.1,58.4
Indiana Pacers,2022,82,35,47,0.427,48.2,116.3,42.0,89.6,46.9,13.6,37.0,36.7,18.7,23.7,79.0,10.1,31.4,41.5,27.0,14.9,7.7,5.8,5.3,21.2,20.2,-3.2,64.3,1.81,18.9,117.1,68.5,54.5,-3.3,113.8,28.5,101.68,48.2,"8,377",48.2,14.6,58.1
Washington Wizards,2022,82,35,47,0.427,48.2,113.2,42.1,86.9,48.5,11.3,31.7,35.6,17.6,22.4,78.5,9.4,34.2,43.6,25.4,14.1,6.8,5.2,5.0,18.8,19.4,-1.2,60.3,1.8,18.5,114.9,72.4,55.0,-1.2,113.7,27.3,99.16,50.4,"8,161",50.5,14.2,58.5
Orlando Magic,2022,82,34,48,0.415,48.2,111.4,40.5,86.3,47.0,10.8,31.1,34.6,19.6,25.0,78.4,10.2,33.1,43.2,23.2,15.1,7.4,4.7,5.1,20.1,20.5,-2.6,57.4,1.54,17.0,113.7,73.0,53.2,-2.3,111.3,28.1,99.66,48.5,"8,205",50.5,15.1,57.3
Portland Trail Blazers,2022,82,33,49,0.402,48.1,113.4,40.5,85.4,47.4,12.9,35.3,36.5,19.6,24.6,79.6,9.4,31.1,40.5,24.2,14.5,6.7,4.6,4.3,20.0,20.5,-4.0,59.7,1.67,17.8,118.0,70.9,54.9,-4.0,114.0,26.4,99.25,47.4,"8,157",48.6,14.5,58.9
Charlotte Hornets,2022,82,27,55,0.329,48.4,111.0,41.3,90.4,45.7,10.7,32.5,33.0,17.6,23.6,74.9,11.0,33.5,44.5,25.1,14.2,7.7,5.2,5.7,20.3,20.3,-6.2,60.9,1.77,17.8,114.7,71.7,51.6,-6.3,108.4,27.6,101.47,47.3,"8,390",49.1,13.9,55.1
Houston Rockets,2022,82,22,60,0.268,48.2,110.7,40.6,88.9,45.7,10.4,31.9,32.7,19.1,25.3,75.4,13.4,32.9,46.3,22.4,16.2,7.3,4.6,6.2,20.5,20.6,-7.9,55.1,1.38,16.0,118.6,72.9,51.6,-8.1,110.5,34.4,99.74,45.7,"8,220",53.0,16.2,55.4
San Antonio Spurs,2022,82,22,60,0.268,48.4,113.0,43.1,92.6,46.5,11.1,32.2,34.5,15.8,21.2,74.3,11.8,31.9,43.7,27.2,15.3,7.0,3.9,5.3,19.9,18.5,-10.0,63.2,1.78,18.7,119.6,70.9,52.5,-9.9,109.7,29.9,102.07,45.2,"8,451",49.5,14.8,55.4
Detroit Pistons,2022,82,17,65,0.207,48.3,110.3,39.6,87.1,45.4,11.4,32.4,35.1,19.8,25.7,77.1,11.2,31.3,42.4,23.0,15.1,7.0,3.8,5.5,22.1,21.0,-8.2,58.1,1.52,16.7,117.8,70.2,52.0,-7.9,109.9,29.2,99.88,44.9,"8,231",49.1,15.0,56.1
