,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
17,LA Clippers,2021,82,42,40,0.512,48.2,108.4,40.1,87.4,45.8,12.8,34.2,37.4,15.5,19.6,79.3,9.1,34.9,44.0,24.0,13.7,7.4,5.0,4.1,18.6,18.5,0.0,59.9,1.75,17.7,109.5,70.6,53.1,0.0,109.5,25.4,98.51,50.2,"8,121",48.6,13.9,56.4,18,13,25,23,18,17,21,19,26,29,27,18,19,19,19,17,18,23,20,18,21,12,20,3,27,30,9,26,10,19,16,17,16,8,25,25,26,18
18,New York Knicks,2021,82,37,45,0.451,48.2,106.5,37.7,86.2,43.7,13.2,36.9,35.7,18.0,24.1,74.4,11.5,34.6,46.1,21.9,13.3,7.0,4.9,4.6,20.4,20.4,-0.1,58.1,1.65,16.4,110.2,74.0,51.3,-0.4,109.7,29.1,96.42,49.1,"7,958",51.2,13.7,55.0,19,12,23,20,19,24,23,28,6,4,6,19,26,25,29,22,19,26,30,25,27,9,10,13,5,2,26,4,11,5,30,21,27,12,20,8,5,19
19,New Orleans Pelicans,2021,82,36,46,0.439,48.2,109.3,40.2,88.0,45.7,10.6,32.1,33.2,18.3,23.2,78.9,12.0,33.2,45.2,25.0,14.1,8.3,4.0,4.8,19.7,20.5,-1.0,62.1,1.78,18.1,112.0,74.2,51.7,-0.8,111.2,30.6,98.02,50.0,"8,060",51.8,14.3,55.7,20,11,19,13,21,8,16,13,4,3,3,10,24,22,21,18,20,21,19,16,23,29,24,27,2,6,10,3,24,11,12,13,7,28,14,16,4,21
20,Washington Wizards,2021,82,35,47,0.427,48.4,108.6,40.6,86.0,47.2,10.5,30.6,34.2,17.0,21.7,78.3,9.0,34.1,43.1,25.0,13.1,6.4,5.0,4.2,18.8,19.9,-3.4,61.7,1.91,18.5,113.6,73.1,53.2,-3.4,110.2,24.7,97.8,49.6,"8,079",49.4,13.3,56.8,21,10,21,6,23,11,7,8,29,12,18,21,18,16,22,20,21,22,16,26,5,30,29,26,16,15,12,28,15,23,13,23,30,9,24,23,13,23
21,San Antonio Spurs,2021,82,34,48,0.415,48.3,113.2,43.2,92.7,46.7,11.3,32.0,35.2,15.4,20.4,75.4,11.0,34.3,45.3,27.9,12.7,7.6,4.9,4.9,18.1,18.9,0.1,64.6,2.19,19.5,111.7,71.1,52.7,0.2,111.9,28.1,100.51,51.0,"8,290",49.4,12.6,55.6,22,9,17,14,17,4,1,5,9,24,19,29,21,23,6,13,22,8,3,2,14,26,25,18,29,25,25,7,13,10,2,26,12,13,10,29,25,17
22,Los Angeles Lakers,2021,82,33,49,0.402,48.7,112.1,41.6,88.8,46.9,12.0,34.5,34.7,16.8,23.0,73.2,9.5,34.5,44.0,24.0,14.5,7.6,5.2,4.1,20.2,20.1,-3.0,57.6,1.65,17.3,112.8,72.0,53.7,-2.9,110.0,25.6,100.47,48.2,"8,360",49.0,14.2,56.7,23,8,22,10,22,26,24,22,24,21,22,12,15,17,7,23,23,11,10,10,10,18,17,22,18,9,29,23,12,20,17,5,13,7,26,10,10,22
23,Sacramento Kings,2021,82,30,52,0.366,48.3,110.3,40.5,88.1,46.0,11.4,33.2,34.4,17.9,23.3,76.8,9.6,33.4,42.9,23.7,14.1,7.2,4.5,4.8,18.9,20.3,-5.5,58.5,1.68,17.3,114.8,71.4,52.5,-5.2,109.6,25.9,100.1,47.3,"8,252",48.4,14.0,56.1,24,7,24,4,25,23,22,23,22,23,29,15,22,21,9,25,24,16,18,15,20,25,21,24,7,5,18,21,23,26,21,14,22,19,15,21,8,25
24,Portland Trail Blazers,2021,82,27,55,0.329,48.1,106.2,38.5,87.1,44.2,12.7,36.8,34.6,16.4,21.6,76.0,10.4,32.5,42.9,22.9,14.5,8.0,4.5,5.0,21.1,19.4,-8.9,59.5,1.58,17.0,116.3,72.1,51.5,-9.1,107.3,26.8,98.74,44.7,"8,120",48.7,14.6,55.0,25,6,27,2,30,21,29,26,19,20,24,6,25,26,16,30,25,27,26,19,26,14,12,23,21,16,22,12,27,27,26,6,8,20,8,3,21,30
25,Indiana Pacers,2021,82,25,57,0.305,48.5,111.5,41.4,89.5,46.3,12.2,35.4,34.4,16.4,21.4,76.8,11.3,32.6,43.9,25.4,14.4,7.1,5.6,4.9,20.4,19.2,-3.5,61.2,1.76,18.1,115.5,72.5,53.1,-3.6,111.9,31.0,98.55,47.8,"8,166",51.2,14.5,56.4,26,5,18,3,24,13,18,14,3,17,7,7,20,20,18,24,26,14,12,7,17,15,15,25,22,20,19,5,26,21,9,9,26,4,11,9,22,24
26,Oklahoma City Thunder,2021,82,24,58,0.293,48.3,103.7,38.3,89.1,43.0,12.1,37.4,32.3,15.0,19.9,75.6,10.4,35.2,45.6,22.2,14.0,7.6,4.6,6.0,18.3,17.8,-8.1,58.0,1.59,16.4,111.7,72.7,49.7,-8.0,103.8,25.6,99.39,45.1,"8,198",48.7,14.0,53.0,27,4,30,15,27,25,28,29,25,14,25,16,29,30,12,27,27,30,27,9,30,17,8,30,30,28,24,13,6,6,28,16,14,17,2,27,30,28
27,Detroit Pistons,2021,82,23,59,0.28,48.2,104.8,38.2,88.6,43.1,11.3,34.6,32.6,17.2,22.0,78.2,11.0,32.0,43.0,23.5,14.2,7.7,4.8,5.2,21.9,19.8,-7.7,61.5,1.65,17.1,113.3,70.7,49.4,-7.7,105.6,27.6,98.81,45.0,"8,141",48.1,14.3,53.3,28,3,28,7,26,12,25,24,13,26,30,11,30,29,13,29,28,28,29,11,29,27,16,29,13,13,13,8,30,25,24,11,10,14,4,1,15,26
28,Orlando Magic,2021,82,22,60,0.268,48.2,104.2,38.3,88.3,43.4,12.2,36.9,33.1,15.5,19.7,78.7,9.1,35.2,44.3,23.7,14.5,6.8,4.5,5.2,19.7,18.3,-8.0,62.0,1.64,17.4,112.1,73.5,50.3,-8.1,103.9,24.9,99.71,45.8,"8,223",49.0,14.4,53.8,29,2,29,12,28,9,26,20,28,9,23,8,28,28,10,26,29,29,28,14,28,16,11,28,28,29,11,27,7,14,22,7,28,21,5,17,27,27
29,Houston Rockets,2021,82,20,62,0.244,48.2,109.7,39.4,86.4,45.6,13.5,38.7,34.9,17.5,24.5,71.3,9.6,32.4,42.0,23.6,16.5,7.3,4.7,5.8,20.6,22.1,-8.5,59.8,1.43,17.1,116.4,71.0,53.4,-8.3,108.1,26.5,101.16,45.1,"8,323",48.5,16.2,56.5,30,1,26,1,29,18,30,25,20,25,28,1,17,18,2,28,30,19,24,22,24,7,4,21,11,1,30,22,28,30,23,1,17,15,3,5,1,29
