TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Sacramento Kings,1996,82,34,48,0.415,48.3,96.4,36.6,80.6,45.4,5.0,12.9,39.1,18.2,25.2,72.3,13.4,28.1,41.5,21.9,16.2,7.2,4.4,5.2,23.5,0.4,-3.9,59.8,1.34,16.8,107.0,66.1,48.5,-4.3,102.7,34.8,92.68,47.0,"7,654",50.2,17.4,52.6
Milwaukee Bucks,1996,82,33,49,0.402,48.1,95.3,36.2,76.9,47.1,4.0,11.2,35.2,19.0,25.7,74.1,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,23.1,0.1,-1.9,54.3,1.25,15.8,106.7,66.9,49.6,-2.0,104.7,32.9,90.85,47.7,"7,465",50.1,17.2,54.1
Golden State Warriors,1996,82,30,52,0.366,48.5,99.6,36.5,80.1,45.6,5.9,16.6,35.3,20.7,26.6,77.8,13.2,27.5,40.8,22.2,17.2,7.5,4.4,4.8,21.8,0.1,-4.7,60.8,1.29,16.8,110.3,64.8,49.3,-5.0,105.3,34.7,93.58,46.4,"7,761",49.7,18.2,54.3
Toronto Raptors,1996,82,30,52,0.366,48.4,95.5,35.3,80.9,43.7,7.2,19.8,36.3,17.6,24.5,72.0,13.8,27.5,41.3,20.9,16.4,8.8,6.3,5.4,23.0,0.1,-3.1,59.2,1.27,16.1,106.4,65.7,48.1,-3.5,102.9,35.0,92.03,46.7,"7,608",49.8,17.7,52.1
New Jersey Nets,1996,82,26,56,0.317,48.2,97.2,36.5,86.5,42.2,5.9,16.7,35.3,18.3,24.8,74.0,17.2,29.0,46.2,21.0,15.7,8.3,5.9,6.3,22.7,0.2,-4.6,57.6,1.34,15.5,107.2,66.9,45.6,-4.8,102.4,37.6,94.47,45.7,"7,785",51.3,16.6,49.9
Dallas Mavericks,1996,82,24,58,0.293,48.3,90.6,34.3,78.7,43.6,5.2,16.0,32.6,16.8,23.4,71.7,12.7,27.6,40.3,20.3,16.1,8.0,4.3,5.3,21.9,0.2,-6.4,59.1,1.26,16.0,106.0,65.0,46.9,-6.5,99.5,33.2,90.65,44.8,"7,464",48.8,17.7,50.9
Philadelphia 76ers,1996,82,22,60,0.268,48.2,100.2,36.6,83.5,43.8,5.3,16.5,31.9,21.7,29.9,72.5,15.5,28.7,44.2,20.7,17.5,8.3,4.8,6.0,21.1,0.1,-6.5,56.4,1.18,15.2,109.5,65.4,47.0,-6.9,102.6,35.9,97.05,45.3,"8,006",50.4,17.9,51.8
Denver Nuggets,1996,82,21,61,0.256,48.6,97.8,35.8,81.5,43.9,7.8,20.9,37.2,18.5,24.3,76.1,12.1,29.9,42.0,23.0,16.6,6.1,5.9,5.5,21.8,0.2,-6.3,64.4,1.39,17.4,109.7,66.6,48.6,-6.6,103.1,32.4,93.67,46.1,"7,776",49.6,17.5,53.0
San Antonio Spurs,1996,82,20,62,0.244,48.1,90.5,34.5,77.9,44.2,4.6,14.4,32.0,16.9,23.5,71.9,13.4,26.0,39.4,20.3,15.2,7.9,5.3,5.5,21.5,0.2,-7.9,58.8,1.34,16.3,110.8,64.3,47.2,-8.8,102.1,34.4,88.45,44.0,"7,268",49.0,17.1,51.2
Boston Celtics,1996,82,15,67,0.183,48.5,100.6,37.4,85.0,44.0,5.7,16.2,35.1,20.1,26.8,75.0,13.3,26.7,40.0,21.9,16.4,9.9,3.8,6.8,23.4,0.1,-7.3,58.4,1.34,16.1,110.1,65.8,47.4,-7.2,102.9,32.9,96.78,43.4,"8,014",48.2,16.7,52.0
Vancouver Grizzlies,1996,82,14,68,0.171,48.2,89.2,34.4,78.7,43.7,5.4,15.5,34.9,15.0,21.1,70.9,12.5,26.3,38.8,22.7,15.9,8.0,5.7,5.6,21.4,0.1,-10.2,66.1,1.43,17.9,110.1,61.8,47.1,-11.0,99.1,32.5,89.7,43.3,"7,380",46.9,17.6,50.7
