,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
13,Denver Nuggets,2017,82,46,36,0.561,48.5,110.0,40.7,86.6,47.0,11.5,30.9,37.1,17.1,22.3,76.7,11.0,33.5,44.5,25.1,15.0,7.6,4.9,4.8,18.7,20.7,1.5,61.7,1.68,18.2,110.0,73.6,53.6,1.4,111.4,30.0,97.69,51.1,"8,095",51.7,15.1,57.0,14,17,6,8,11,7,11,5,2,12,2,8,6,7,15,10,14,6,7,13,10,7,8,7,12,12,18,2,20,8,5,7,18,12,15,25,7,11
14,Miami Heat,2017,82,44,38,0.537,48.6,103.4,38.8,85.3,45.5,11.0,30.6,36.0,14.7,19.5,75.5,9.3,34.2,43.5,22.7,14.4,7.6,5.3,4.6,20.1,19.4,0.5,58.5,1.58,17.1,105.8,74.1,52.0,0.4,106.2,26.1,96.1,50.5,"7,985",50.1,14.8,55.1,15,15,21,23,15,15,18,17,20,8,16,11,14,15,27,15,15,23,19,23,17,11,9,15,26,25,22,21,13,19,18,15,19,6,22,11,21,16
15,Milwaukee Bucks,2017,82,44,38,0.537,48.4,106.5,39.7,83.0,47.8,8.8,24.7,35.5,18.3,23.4,78.3,8.4,31.5,39.8,23.2,13.8,8.8,5.4,4.5,21.4,19.9,-0.3,58.5,1.68,17.7,109.1,70.9,53.1,-0.2,109.0,24.4,97.03,50.2,"8,013",48.0,14.2,57.1,16,16,9,13,20,16,12,7,26,30,28,19,8,6,20,17,16,15,14,28,3,27,25,21,5,7,8,29,28,30,14,20,3,5,23,5,17,20
16,Washington Wizards,2017,82,43,39,0.524,48.4,106.6,39.9,85.6,46.7,9.9,26.5,37.5,16.8,21.8,77.2,10.0,33.1,43.1,25.2,14.6,7.9,4.3,4.7,21.3,20.0,0.6,63.1,1.73,18.4,107.7,73.2,52.5,0.4,108.1,27.4,97.67,50.9,"8,087",50.4,14.8,56.0,17,14,15,16,16,3,7,4,12,13,11,12,12,12,16,13,17,13,13,19,11,21,23,3,14,14,15,13,21,21,4,13,10,22,17,6,15,15
17,LA Clippers,2017,82,42,40,0.512,48.1,109.0,40.3,85.4,47.1,9.5,26.8,35.4,19.0,25.5,74.3,10.1,33.7,43.9,22.3,14.7,7.7,4.5,5.6,20.0,22.0,0.0,55.5,1.52,16.5,109.2,71.8,52.7,0.2,109.4,28.4,99.54,49.7,"8,167",50.4,14.7,56.4,18,13,8,12,17,24,26,25,6,27,12,13,10,11,7,19,18,9,11,22,9,22,22,24,4,2,26,10,17,15,22,11,14,19,2,12,2,18
18,Detroit Pistons,2017,82,39,43,0.476,48.3,103.8,39.1,86.9,45.0,10.8,28.9,37.3,14.7,19.8,74.5,10.1,33.6,43.7,22.8,13.4,7.7,3.9,4.9,18.4,18.4,-0.1,58.2,1.7,17.1,106.7,74.0,51.2,-0.1,106.6,26.9,96.75,48.9,"7,981",49.9,13.8,54.3,19,12,19,21,18,19,9,18,16,9,18,24,20,26,24,21,19,22,16,9,22,14,17,5,27,24,25,11,18,16,16,25,15,27,12,27,27,19
19,Charlotte Hornets,2017,82,36,46,0.439,48.2,108.2,39.0,86.7,45.0,10.0,27.2,36.9,20.2,27.0,74.7,10.1,35.4,45.5,21.6,12.7,6.8,4.5,4.9,17.2,22.4,0.3,55.4,1.7,16.1,109.0,76.3,50.8,-0.1,109.0,27.1,98.66,50.0,"8,143",51.2,12.8,54.9,20,11,10,14,19,25,10,27,14,2,5,29,25,18,10,18,20,10,18,11,23,19,21,10,1,1,24,12,4,4,24,28,28,20,13,30,1,17
20,Los Angeles Lakers,2017,82,35,47,0.427,48.5,108.1,40.7,88.4,46.1,10.0,29.1,34.5,16.6,23.3,71.4,10.7,35.7,46.4,23.8,15.8,7.7,4.7,5.5,21.2,20.5,-1.5,58.4,1.51,17.0,107.3,72.9,51.7,-1.3,106.0,27.9,100.9,49.1,"8,361",50.5,15.5,54.8,21,10,23,19,21,17,27,21,8,17,9,4,16,19,3,20,21,11,8,2,14,20,15,29,17,9,30,4,2,2,7,2,16,17,3,7,9,21
21,New York Knicks,2017,82,29,53,0.354,48.4,104.5,40.7,87.7,46.4,8.2,23.3,35.2,14.9,19.0,78.7,10.5,33.6,44.0,23.3,14.7,6.7,5.1,4.7,20.5,18.4,-3.6,57.3,1.58,17.2,109.7,72.7,51.0,-3.4,106.3,28.9,97.64,48.1,"8,059",50.9,15.0,54.4,22,9,20,9,23,21,19,15,4,18,7,10,24,23,17,22,22,18,9,5,12,29,29,26,25,28,5,5,19,14,13,12,29,10,18,9,28,23
22,Brooklyn Nets,2017,82,28,54,0.341,48.4,106.6,38.2,86.8,44.1,12.7,35.7,35.6,17.4,22.6,77.2,9.7,34.8,44.4,23.7,15.2,6.2,4.8,5.5,20.6,19.7,-3.7,61.9,1.56,17.3,109.7,73.1,51.4,-3.6,106.1,25.1,99.66,47.4,"8,238",48.9,15.1,55.1,23,8,22,10,24,6,22,12,24,14,25,9,18,16,6,24,23,14,27,10,29,2,2,20,8,11,16,15,9,9,8,6,30,15,4,8,19,24
23,Chicago Bulls,2017,82,27,55,0.329,48.4,102.9,38.7,88.8,43.5,11.0,31.1,35.5,14.6,19.2,75.9,9.6,35.0,44.7,23.5,14.0,7.6,3.5,5.2,19.2,17.4,-7.0,60.7,1.68,17.3,110.5,76.7,49.7,-7.0,103.4,25.6,98.65,45.3,"8,160",50.0,14.1,52.9,24,6,28,3,28,8,13,13,22,1,17,21,29,29,11,28,24,26,23,1,30,12,6,22,28,27,20,17,8,6,10,18,20,30,7,21,29,28
24,Sacramento Kings,2017,82,27,55,0.329,48.2,98.8,38.8,86.1,45.0,9.0,24.0,37.5,12.3,16.7,73.5,9.5,31.4,40.9,21.6,13.7,7.8,4.1,4.7,20.0,17.3,-7.0,55.6,1.57,16.6,110.4,73.1,50.2,-7.3,103.1,26.4,95.5,45.1,"7,860",48.9,14.3,52.9,25,7,29,4,29,23,20,23,17,15,26,18,27,30,30,29,25,30,20,16,24,26,28,4,30,30,28,18,29,28,25,22,11,26,19,13,30,29
25,Orlando Magic,2017,82,25,57,0.305,48.1,103.4,38.8,85.9,45.2,10.3,29.3,35.1,15.5,20.5,75.7,8.8,32.8,41.6,23.4,14.5,7.6,4.9,4.9,19.3,19.0,-4.8,60.4,1.61,17.5,109.4,71.4,51.2,-4.7,104.7,24.8,98.58,47.2,"8,096",48.0,14.7,54.5,26,5,25,11,25,9,16,10,25,28,29,14,21,22,12,25,26,24,21,17,20,17,14,28,23,21,21,25,23,26,12,14,21,13,14,20,24,25
26,Atlanta Hawks,2017,82,24,58,0.293,48.1,103.4,38.2,85.5,44.6,11.2,31.0,36.0,15.8,20.2,78.5,9.1,32.8,41.9,23.7,15.5,7.8,4.2,5.5,19.6,20.3,-5.5,62.2,1.53,17.6,110.1,71.9,51.2,-5.7,104.4,26.3,98.76,46.8,"8,114",48.9,15.7,54.7,27,3,26,7,26,5,25,8,19,26,27,2,22,20,8,26,27,25,28,20,25,9,7,16,22,23,7,22,24,25,9,4,12,24,5,17,14,26
27,Dallas Mavericks,2017,82,24,58,0.293,48.3,102.3,38.1,85.9,44.4,11.8,32.8,36.0,14.2,18.7,76.3,8.1,33.1,41.3,22.7,12.3,7.0,3.8,4.5,19.2,19.6,-3.0,59.4,1.85,17.3,108.4,74.9,51.3,-2.9,105.4,22.4,96.53,47.5,"7,959",47.8,12.7,54.4,28,4,24,15,22,10,2,14,30,5,30,30,19,24,26,23,28,28,29,18,26,5,4,17,29,29,19,30,22,27,19,30,26,29,24,22,20,22
28,Memphis Grizzlies,2017,82,22,60,0.268,48.1,99.3,36.7,82.8,44.4,9.2,26.2,35.2,16.6,21.1,78.6,9.5,31.0,40.5,21.5,15.0,7.5,4.8,5.1,23.2,20.4,-6.2,58.6,1.44,16.6,110.4,72.1,50.0,-6.8,103.6,27.6,95.65,46.0,"7,865",49.3,15.6,53.9,29,2,27,5,27,14,29,24,10,24,22,3,28,27,29,27,29,29,30,30,27,24,24,27,18,16,6,19,30,29,27,8,22,16,10,1,13,27
29,Phoenix Suns,2017,82,21,61,0.256,48.1,103.9,38.5,87.1,44.2,9.3,27.9,33.4,17.7,23.9,74.1,10.3,33.9,44.1,21.3,15.7,6.9,4.5,6.0,22.0,20.9,-9.4,55.3,1.35,15.6,111.7,72.4,49.5,-9.0,102.8,27.1,101.14,44.2,"8,293",49.3,15.5,53.2,30,1,30,1,30,27,30,29,15,22,23,5,30,28,2,30,30,21,24,7,28,23,20,30,7,6,27,8,15,12,29,3,27,21,1,3,5,30
