,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Atlanta Hawks,2016,82,43,39,0.524,48.5,103.2,38.1,84.4,45.1,8.9,26.1,34.1,18.1,24.9,72.8,10.3,34.1,44.3,23.6,15.8,8.2,4.8,5.2,18.2,21.6,-0.9,62.1,1.5,17.4,105.2,71.7,50.4,-0.7,104.5,28.2,97.76,50.6,"8,091",50.2,16.0,54.1,11,19,27,27,19,6,23,10,14,20,12,3,19,18,11,10,11,21,23,22,18,19,15,23,13,5,28,14,9,9,10,3,6,14,9,25,3,19
11,Memphis Grizzlies,2016,82,43,39,0.524,48.5,100.5,36.4,83.6,43.5,9.4,26.5,35.4,18.3,23.4,78.4,10.8,32.0,42.8,21.3,12.9,8.0,4.2,5.0,22.4,20.8,0.5,58.4,1.65,16.5,106.5,73.1,49.1,0.5,107.0,29.5,92.84,50.1,"7,702",50.7,13.7,53.5,12,20,19,24,12,12,17,20,7,9,7,22,28,26,29,16,12,29,29,25,30,14,14,17,12,12,13,10,27,23,21,25,12,22,13,2,4,12
12,Indiana Pacers,2016,82,42,40,0.512,48.4,105.1,39.3,84.5,46.5,8.6,23.0,37.6,17.9,22.1,81.0,9.0,33.0,42.0,22.5,13.8,8.2,5.0,5.0,19.5,19.5,-0.2,57.2,1.63,17.2,108.1,71.3,51.6,-0.2,107.9,25.5,96.59,50.5,"7,989",48.8,14.1,55.8,13,17,16,16,16,18,18,14,26,24,25,17,13,13,18,11,13,15,14,20,10,23,27,4,16,23,2,24,19,27,16,15,7,10,14,18,20,16
13,Milwaukee Bucks,2016,82,42,40,0.512,48.2,103.6,38.8,81.9,47.4,8.8,23.7,37.0,17.2,22.4,76.8,8.8,31.6,40.4,24.2,14.0,8.1,5.3,4.6,20.2,19.3,-0.2,62.4,1.73,18.5,108.7,70.6,52.7,-0.2,108.5,26.0,94.99,50.4,"7,828",48.7,14.6,56.5,14,18,13,12,17,5,9,3,22,28,26,12,7,7,26,13,14,20,19,29,4,22,24,10,21,20,19,25,28,29,5,12,10,6,20,14,23,17
14,Chicago Bulls,2016,82,41,41,0.5,48.2,102.9,38.6,87.1,44.4,7.6,22.3,34.0,18.0,22.5,79.8,12.2,34.1,46.3,22.6,13.6,7.8,4.8,4.6,17.7,18.8,0.4,58.4,1.66,16.8,106.2,73.3,48.7,0.3,106.5,31.1,96.02,50.4,"7,919",51.9,14.0,53.0,15,14,21,26,14,13,16,17,3,7,3,19,30,28,19,14,15,23,21,9,24,28,29,24,15,19,6,2,10,3,14,19,15,15,21,29,25,14
15,Miami Heat,2016,82,41,41,0.5,48.2,103.2,39.0,85.8,45.5,9.9,27.0,36.5,15.2,21.6,70.6,10.6,33.0,43.6,21.2,13.4,7.2,5.7,4.9,20.5,18.7,1.1,54.4,1.58,16.3,106.4,71.8,51.2,1.0,107.4,28.4,95.51,50.0,"7,875",49.9,14.0,54.1,16,15,17,25,10,24,19,21,11,16,18,20,15,19,22,18,16,22,18,14,15,12,12,12,28,26,30,12,20,15,22,21,21,3,16,11,26,10
16,Portland Trail Blazers,2016,82,41,41,0.5,48.6,107.9,39.5,86.1,45.9,10.4,27.7,37.5,18.5,23.7,78.0,10.1,33.5,43.7,21.1,13.7,7.0,5.0,5.3,21.2,19.8,-0.5,53.4,1.54,16.0,110.0,72.0,52.0,-0.6,109.4,26.9,97.38,49.3,"8,088",49.6,13.9,55.9,17,16,11,9,18,25,21,25,19,15,19,21,11,12,12,20,17,8,11,13,14,8,10,7,11,11,14,15,15,13,23,17,25,11,6,5,18,18
17,Denver Nuggets,2016,82,40,42,0.488,48.2,111.7,41.2,87.7,46.9,10.6,28.8,36.8,18.7,24.2,77.4,11.8,34.6,46.4,25.3,15.0,6.9,3.9,4.9,19.1,20.2,0.5,61.5,1.69,18.2,111.7,75.3,53.0,0.4,112.2,31.4,99.18,50.3,"8,167",53.2,15.0,56.8,18,13,4,2,13,7,10,4,2,2,1,9,5,5,6,15,18,3,3,4,7,7,8,11,10,8,17,5,5,2,2,8,28,27,17,21,13,13
18,Detroit Pistons,2016,82,37,45,0.451,48.3,101.3,39.9,88.8,44.9,7.7,23.4,33.0,13.9,19.3,71.9,11.1,34.6,45.7,21.1,11.9,7.0,3.8,4.1,17.9,17.5,-1.1,53.0,1.78,16.1,106.7,77.5,49.2,-1.4,105.3,28.6,95.52,48.2,"7,890",51.9,12.3,52.1,19,12,23,23,21,28,4,24,10,1,4,29,27,30,21,22,19,26,6,1,22,27,26,28,30,29,29,8,6,4,24,28,26,29,26,28,30,20
19,Charlotte Hornets,2016,82,36,46,0.439,48.4,104.9,37.7,85.4,44.2,10.0,28.6,35.1,19.4,23.8,81.5,8.8,34.8,43.6,23.1,11.5,7.0,4.8,5.5,16.6,19.9,0.2,61.1,2.01,17.6,108.4,74.9,50.1,0.0,108.4,24.7,95.92,50.5,"7,934",49.6,11.9,54.7,20,11,14,14,15,8,2,9,27,3,20,30,21,17,20,12,20,16,26,15,26,11,9,18,4,10,1,26,4,16,11,30,27,16,3,30,15,15
20,New Orleans Pelicans,2016,82,34,48,0.415,48.5,104.3,39.1,87.0,45.0,9.4,26.8,35.0,16.7,22.3,75.0,8.6,35.1,43.7,22.8,12.9,7.8,5.5,4.2,18.2,19.3,-2.1,58.2,1.77,17.1,106.8,72.8,50.4,-2.1,104.7,22.8,98.56,49.3,"8,173",48.0,12.9,53.9,21,10,25,22,22,14,6,16,29,11,29,27,20,22,8,21,21,18,17,11,19,15,13,19,25,21,22,29,1,14,12,26,16,4,24,26,24,22
21,Dallas Mavericks,2016,82,33,49,0.402,48.2,97.9,36.2,82.3,44.0,10.7,30.2,35.5,14.8,18.5,80.1,7.9,30.7,38.6,20.8,11.9,7.5,3.7,3.4,19.1,19.4,-2.9,57.4,1.75,16.8,107.7,73.3,50.5,-3.0,104.7,21.6,93.11,47.9,"7,668",46.5,12.7,54.1,22,9,26,18,23,17,7,18,30,8,30,28,18,20,28,24,22,30,30,27,28,5,6,16,29,30,4,30,30,30,27,29,20,30,29,22,22,23
22,Sacramento Kings,2016,82,32,50,0.39,48.5,102.8,37.9,82.1,46.1,9.0,23.9,37.6,18.1,23.3,77.5,8.7,32.3,41.1,22.5,14.6,7.6,4.0,5.1,20.3,20.1,-3.9,59.4,1.54,17.3,110.8,72.3,51.6,-4.2,106.6,25.8,95.42,47.8,"7,911",49.2,15.2,55.6,23,8,20,5,25,11,22,12,24,13,22,6,14,14,24,25,23,24,24,28,13,18,23,5,14,14,16,28,25,28,17,10,17,26,10,12,14,25
23,Minnesota Timberwolves,2016,82,31,51,0.378,48.3,105.6,39.5,84.4,46.7,7.3,21.0,34.9,19.3,24.2,79.9,11.4,31.0,42.4,23.7,14.0,8.0,4.5,5.0,20.1,20.5,-1.1,60.0,1.69,17.7,110.9,71.0,51.1,-0.9,110.0,30.9,95.48,50.1,"7,870",50.7,14.6,55.5,24,6,10,4,20,10,11,7,4,25,8,13,16,15,23,17,24,13,12,23,8,30,30,20,7,9,5,6,29,25,9,13,13,19,15,15,7,21
24,New York Knicks,2016,82,31,51,0.378,48.4,104.3,39.6,88.5,44.7,8.6,24.7,34.8,16.6,21.1,78.8,12.0,33.2,45.2,21.8,13.9,7.1,5.5,4.6,20.3,18.5,-3.7,55.1,1.57,16.3,110.7,69.8,49.6,-3.6,107.1,30.5,96.63,48.2,"7,990",50.0,14.3,53.4,25,7,18,6,24,22,20,22,5,30,15,15,25,27,17,23,25,19,8,2,23,24,21,21,26,28,10,3,17,5,19,14,23,5,22,13,28,24
25,Orlando Magic,2016,82,29,53,0.354,48.3,101.1,38.3,87.0,44.0,8.5,26.1,32.8,16.0,21.4,74.7,9.8,33.3,43.2,22.2,13.3,7.1,4.8,5.1,19.3,18.7,-6.6,58.0,1.67,16.8,110.3,72.6,48.9,-6.5,103.7,26.7,96.9,46.0,"7,989",49.1,13.7,52.4,26,5,28,7,28,15,14,19,20,12,23,23,29,29,14,28,26,27,22,12,29,25,16,29,27,27,25,17,16,20,18,23,24,17,11,20,27,28
26,Philadelphia 76ers,2016,82,28,54,0.341,48.4,102.4,37.7,85.3,44.2,10.1,29.8,34.0,17.0,22.0,77.1,9.8,33.0,42.8,23.8,16.7,8.4,5.1,5.4,21.9,19.6,-5.7,63.1,1.43,17.4,108.2,70.9,50.1,-5.5,102.7,27.3,99.07,47.0,"8,179",49.0,16.7,53.9,27,4,30,15,27,3,26,11,16,27,24,1,22,23,7,26,27,25,27,16,27,10,7,25,23,25,18,18,21,24,8,1,3,7,4,3,19,27
27,Los Angeles Lakers,2016,82,26,56,0.317,48.1,104.6,39.3,87.4,45.0,8.9,25.7,34.6,17.0,22.6,75.4,11.4,32.1,43.5,20.9,15.2,8.2,3.9,5.4,20.7,18.5,-6.9,53.2,1.38,15.6,112.0,71.7,50.1,-6.7,105.3,28.4,99.26,44.6,"8,143",49.4,15.3,53.7,28,3,24,1,30,27,28,27,12,21,21,4,23,25,5,30,28,17,15,6,20,20,19,22,24,18,21,7,26,17,26,5,8,28,5,9,29,30
28,Phoenix Suns,2016,82,24,58,0.293,48.4,107.7,39.9,88.5,45.0,7.5,22.6,33.2,20.4,26.3,77.6,11.9,33.1,45.0,19.6,15.4,8.2,4.9,5.3,24.8,22.2,-5.6,49.1,1.27,14.4,111.3,71.8,49.3,-5.2,106.1,29.9,100.85,46.2,"8,320",50.3,15.2,53.8,29,2,22,3,26,29,30,30,6,17,11,7,26,24,2,27,29,9,7,3,21,29,28,27,1,2,15,4,18,6,29,4,9,13,7,1,2,26
29,Brooklyn Nets,2016,82,20,62,0.244,48.2,105.8,37.8,85.2,44.4,10.7,31.6,33.8,19.4,24.6,78.8,8.8,35.1,43.9,21.4,16.5,7.2,4.7,5.6,21.0,20.4,-6.7,56.6,1.29,15.9,110.1,71.6,50.7,-6.5,103.6,24.1,101.75,46.0,"8,371",48.3,16.2,55.1,30,1,29,8,29,21,29,26,28,23,28,2,17,16,1,29,30,12,25,17,25,6,4,26,5,7,11,27,2,11,20,2,22,18,1,6,9,29
