TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Utah Jazz,2012,82,43,39,0.524,48.5,98.0,37.1,81.8,45.4,6.2,16.9,36.6,17.5,23.0,76.4,12.1,30.0,42.0,22.7,14.8,8.4,6.3,5.9,21.3,20.4,-0.1,61.0,1.54,17.4,105.6,69.7,49.2,-0.2,105.4,32.9,92.05,50.4,"7,629",51.0,15.9,53.3
Boston Celtics,2012,81,41,40,0.506,49.0,96.5,37.0,79.7,46.5,6.1,17.2,35.8,16.3,21.0,77.6,8.1,31.3,39.3,22.8,14.6,8.2,4.5,4.7,21.2,19.4,-0.2,61.4,1.56,17.9,102.6,69.0,50.3,-0.5,102.2,24.6,92.46,50.7,"7,652",47.7,15.4,54.2
Dallas Mavericks,2012,82,41,41,0.5,48.7,101.1,38.8,84.0,46.2,7.4,19.9,37.2,16.1,20.4,79.3,9.4,32.6,41.9,23.2,14.0,7.9,5.5,4.1,20.7,18.9,-0.6,59.9,1.67,17.7,105.4,69.8,50.6,-0.6,104.7,25.9,95.09,50.2,"7,917",48.4,14.4,54.4
Milwaukee Bucks,2012,82,38,44,0.463,48.4,98.9,38.1,87.8,43.5,7.3,20.4,36.0,15.3,20.7,73.6,13.0,30.9,44.0,22.9,14.1,8.4,6.7,4.4,19.0,19.1,-1.5,60.0,1.62,17.0,104.2,67.8,47.6,-1.7,102.5,31.5,95.65,48.8,"7,909",49.1,14.6,51.0
Philadelphia 76ers,2012,82,34,48,0.415,48.2,93.2,37.3,84.1,44.4,6.3,17.5,36.0,12.2,16.8,72.9,10.9,30.4,41.3,22.8,13.0,7.4,4.7,4.8,18.4,16.2,-3.3,61.0,1.74,17.7,104.7,69.5,48.1,-3.7,101.0,29.1,91.88,47.4,"7,566",48.9,14.1,50.9
Toronto Raptors,2012,82,34,48,0.415,48.7,97.2,36.3,81.5,44.6,7.0,20.3,34.3,17.6,22.3,78.8,10.6,29.6,40.2,21.5,13.7,7.3,4.8,4.7,22.4,20.1,-1.5,59.2,1.57,16.9,106.4,68.8,48.8,-1.4,105.0,29.6,91.26,48.4,"7,591",49.0,14.8,53.2
Portland Trail Blazers,2012,82,33,49,0.402,48.4,97.5,36.7,81.9,44.8,8.2,23.2,35.3,15.9,20.5,77.6,10.7,30.2,40.8,21.8,14.7,6.6,4.3,4.4,18.5,18.7,-3.2,59.3,1.48,17.0,107.9,70.2,49.8,-3.4,104.5,29.4,92.46,46.8,"7,649",49.5,15.7,53.6
Minnesota Timberwolves,2012,82,31,51,0.378,48.1,95.7,35.9,81.7,43.9,5.5,18.0,30.5,18.5,24.9,74.2,11.9,30.2,42.0,22.4,14.8,8.5,4.7,5.9,18.4,22.5,-2.4,62.4,1.51,17.1,104.0,70.2,47.3,-2.2,101.8,31.2,93.94,49.4,"7,712",50.0,15.7,51.6
Detroit Pistons,2012,82,29,53,0.354,48.3,94.9,36.3,81.0,44.9,6.3,17.6,35.6,15.9,22.8,69.9,12.1,30.0,42.1,21.2,15.1,7.0,4.9,5.8,19.8,19.9,-4.0,58.5,1.4,16.6,107.2,69.5,48.7,-4.5,102.7,32.4,91.68,46.7,"7,571",50.6,16.4,52.1
Washington Wizards,2012,82,29,53,0.354,48.4,93.2,35.5,81.6,43.5,6.6,18.2,36.5,15.6,21.3,73.3,10.8,32.3,43.2,21.6,15.1,7.3,4.6,4.4,20.5,19.1,-2.5,61.0,1.43,16.9,101.6,70.6,47.5,-2.3,99.3,27.9,93.23,48.1,"7,699",49.1,16.1,51.2
Sacramento Kings,2012,82,28,54,0.341,48.4,100.2,37.6,84.2,44.7,7.4,20.5,36.3,17.5,22.8,76.9,11.5,29.1,40.6,20.8,14.6,8.2,4.2,6.3,20.9,20.0,-4.9,55.3,1.42,16.0,110.0,67.3,49.1,-4.7,105.3,30.6,94.65,45.4,"7,804",48.5,15.4,53.2
New Orleans Hornets,2012,82,27,55,0.329,48.2,94.1,36.0,80.4,44.8,6.5,18.0,36.3,15.5,20.0,77.6,12.0,29.6,41.6,21.0,14.5,6.3,5.4,6.0,20.4,18.7,-3.9,58.2,1.44,16.7,108.9,70.5,48.9,-4.4,104.5,33.2,89.5,46.4,"7,379",51.4,16.2,52.8
Phoenix Suns,2012,82,25,57,0.305,48.3,95.2,37.3,84.4,44.3,5.9,17.7,33.0,14.7,19.7,74.4,11.7,29.9,41.6,22.6,15.6,8.0,5.3,5.1,20.6,18.4,-6.5,60.6,1.45,17.1,106.9,68.7,47.7,-6.7,100.2,30.8,94.48,45.8,"7,793",49.1,16.4,51.2
Cleveland Cavaliers,2012,82,24,58,0.293,48.1,96.5,36.5,84.2,43.4,6.7,19.3,34.6,16.8,22.3,75.6,12.2,28.8,41.0,20.7,14.0,7.9,4.1,6.8,21.2,19.7,-4.7,56.6,1.47,15.9,108.2,69.5,47.3,-5.0,103.2,32.6,93.25,45.0,"7,666",50.0,15.0,51.4
Charlotte Bobcats,2012,82,21,61,0.256,48.3,93.4,34.4,81.1,42.5,5.7,17.1,33.5,18.9,25.1,75.0,11.2,29.1,40.3,19.4,14.1,7.2,5.8,6.9,19.0,21.3,-9.2,56.2,1.38,15.3,110.3,67.9,46.0,-9.9,100.4,30.5,92.49,43.8,"7,632",48.6,15.1,50.7
Orlando Magic,2012,82,20,62,0.244,48.2,94.1,37.7,84.2,44.8,6.2,18.7,32.9,12.5,16.6,75.5,10.9,31.9,42.7,22.8,14.5,6.4,4.4,5.2,19.4,16.5,-7.0,60.5,1.57,17.6,108.4,70.7,48.5,-7.4,100.9,29.3,92.81,45.9,"7,646",49.8,15.6,51.4
