,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Portland Trail Blazers,1996,82,49,33,0.598,48.4,99.0,36.6,78.8,46.4,6.1,17.1,35.8,19.7,27.6,71.3,12.9,30.4,43.3,20.8,16.5,7.8,5.3,5.2,23.5,0.2,4.2,57.0,1.26,16.1,102.1,69.1,50.3,4.2,106.3,35.8,92.17,52.7,"7,635",52.7,17.8,54.4,11,19,10,23,9,24,25,21,4,3,1,5,10,10,12,11,11,11,8,15,10,13,12,16,9,6,26,12,3,4,21,6,20,9,11,5,11,9
11,Orlando Magic,1996,82,45,37,0.549,48.4,94.1,34.6,79.2,43.7,6.9,20.3,34.1,18.0,24.1,74.6,13.1,27.1,40.1,20.6,15.2,8.5,4.4,5.1,20.0,0.1,-0.4,59.5,1.35,16.3,104.2,65.1,48.1,-0.5,103.8,33.6,89.88,48.6,"7,438",49.0,16.8,52.4,12,18,17,16,16,18,14,18,13,24,23,18,22,21,23,17,12,25,22,13,25,8,5,24,21,22,13,11,25,19,23,19,10,18,13,26,21,16
12,Washington Bullets,1996,82,44,38,0.537,48.4,99.4,39.1,81.4,48.0,4.0,12.2,33.1,17.1,24.1,70.7,12.3,29.5,41.8,23.4,15.7,8.7,4.9,4.1,22.1,0.2,1.6,59.9,1.49,17.7,103.7,67.6,50.5,1.5,105.2,32.6,93.52,52.5,"7,746",50.3,16.7,54.0,13,17,13,17,13,16,9,8,19,7,11,20,9,14,7,12,13,10,2,8,2,28,27,26,24,23,28,18,6,9,7,15,8,13,25,15,12,13
13,Cleveland Cavaliers,1996,82,42,40,0.512,48.4,87.5,33.0,72.8,45.3,5.9,15.7,37.6,15.6,21.6,72.3,11.1,26.3,37.4,20.9,14.5,8.0,3.8,4.3,23.0,0.2,1.8,63.4,1.44,17.5,100.8,68.1,49.3,1.9,102.7,32.2,84.31,51.2,"6,983",49.9,17.0,53.1,14,16,23,25,12,10,11,10,25,5,16,15,15,18,29,13,14,29,29,29,18,14,21,5,28,28,19,27,27,29,19,26,15,27,23,10,13,12
14,Minnesota Timberwolves,1996,82,40,42,0.488,48.2,96.1,35.8,78.5,45.6,4.5,13.3,33.9,20.0,26.6,75.1,11.7,28.1,39.7,22.9,15.2,7.5,6.8,5.4,22.2,0.2,-1.5,63.8,1.51,17.7,105.5,64.9,48.5,-1.7,103.9,32.3,92.04,50.1,"7,588",48.8,16.4,53.3,15,14,16,15,17,9,7,9,24,26,25,23,19,17,13,16,15,17,17,18,12,26,25,25,7,8,9,22,15,23,9,20,24,2,7,14,14,17
15,Phoenix Suns,1996,82,40,42,0.488,48.4,102.8,38.3,81.8,46.9,6.4,17.4,36.9,19.7,25.9,76.1,11.2,29.0,40.1,25.2,14.4,8.1,3.9,4.5,21.1,0.1,0.7,65.8,1.75,18.9,107.1,66.3,50.8,0.9,108.0,29.7,94.46,50.9,"7,808",48.2,15.1,55.2,16,15,6,9,15,5,3,4,29,15,27,27,7,6,4,14,16,3,3,5,6,12,10,9,10,10,5,25,11,20,3,27,14,26,22,22,22,15
16,Indiana Pacers,1996,82,39,43,0.476,48.6,95.4,34.8,76.3,45.6,5.2,13.8,38.1,20.6,28.5,72.2,12.5,29.1,41.7,21.3,16.3,7.1,4.8,5.1,24.1,0.3,1.0,61.4,1.31,16.8,102.9,66.8,49.0,1.3,104.2,33.8,90.44,50.4,"7,501",50.6,17.8,53.7,17,13,15,18,14,13,20,15,12,13,7,6,17,15,21,15,17,20,21,24,13,22,24,4,5,3,21,15,10,10,16,9,28,14,14,3,3,14
17,Los Angeles Clippers,1996,82,36,46,0.439,48.6,97.2,36.5,81.7,44.6,5.8,16.3,35.4,18.5,25.3,73.1,13.3,27.3,40.7,20.3,16.0,8.9,5.4,5.1,24.0,0.1,-2.4,55.6,1.27,15.6,106.2,65.4,48.2,-2.8,103.5,33.9,92.65,47.5,"7,703",49.2,17.0,52.4,18,12,18,13,19,26,23,26,11,22,22,16,21,22,10,19,18,14,12,6,20,17,17,17,14,13,17,8,24,16,24,12,5,8,15,4,23,19
18,Sacramento Kings,1996,82,34,48,0.415,48.3,96.4,36.6,80.6,45.4,5.0,12.9,39.1,18.2,25.2,72.3,13.4,28.1,41.5,21.9,16.2,7.2,4.4,5.2,23.5,0.4,-3.9,59.8,1.34,16.8,107.0,66.1,48.5,-4.3,102.7,34.8,92.68,47.0,"7,654",50.2,17.4,52.6,19,11,24,10,21,17,15,16,6,17,12,12,20,20,9,20,19,16,9,11,16,24,26,2,19,14,20,5,16,11,14,10,27,19,12,6,1,21
19,Milwaukee Bucks,1996,82,33,49,0.402,48.1,95.3,36.2,76.9,47.1,4.0,11.2,35.2,19.0,25.7,74.1,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,23.1,0.1,-1.9,54.3,1.25,15.8,106.7,66.9,49.6,-2.0,104.7,32.9,90.85,47.7,"7,465",50.1,17.2,54.1,20,10,14,11,18,29,27,25,16,11,14,13,14,13,19,18,20,21,16,23,5,29,28,21,12,12,15,23,20,25,27,16,23,24,17,9,24,18
20,Golden State Warriors,1996,82,30,52,0.366,48.5,99.6,36.5,80.1,45.6,5.9,16.6,35.3,20.7,26.6,77.8,13.2,27.5,40.8,22.2,17.2,7.5,4.4,4.8,21.8,0.1,-4.7,60.8,1.29,16.8,110.3,64.8,49.3,-5.0,105.3,34.7,93.58,46.4,"7,761",49.7,18.2,54.3,21,8,11,2,23,15,21,17,7,27,18,2,16,11,6,22,21,9,13,12,14,15,15,19,4,9,1,10,22,15,12,3,25,20,18,18,25,23
21,Toronto Raptors,1996,82,30,52,0.366,48.4,95.5,35.3,80.9,43.7,7.2,19.8,36.3,17.6,24.5,72.0,13.8,27.5,41.3,20.9,16.4,8.8,6.3,5.4,23.0,0.1,-3.1,59.2,1.27,16.1,106.4,65.7,48.1,-3.5,102.9,35.0,92.03,46.7,"7,608",49.8,17.7,52.1,22,9,21,12,20,19,24,22,5,21,17,8,23,23,14,21,22,18,19,10,26,6,6,14,23,17,22,4,23,12,20,7,6,3,8,11,26,20
22,New Jersey Nets,1996,82,26,56,0.317,48.2,97.2,36.5,86.5,42.2,5.9,16.7,35.3,18.3,24.8,74.0,17.2,29.0,46.2,21.0,15.7,8.3,5.9,6.3,22.7,0.2,-4.6,57.6,1.34,15.5,107.2,66.9,45.6,-4.8,102.4,37.6,94.47,45.7,"7,785",51.3,16.6,49.9,23,7,26,7,22,23,16,28,1,12,6,22,29,29,3,24,23,15,14,1,29,16,14,20,17,15,16,1,12,1,18,17,12,4,2,12,15,22
23,Dallas Mavericks,1996,82,24,58,0.293,48.3,90.6,34.3,78.7,43.6,5.2,16.0,32.6,16.8,23.4,71.7,12.7,27.6,40.3,20.3,16.1,8.0,4.3,5.3,21.9,0.2,-6.4,59.1,1.26,16.0,106.0,65.0,46.9,-6.5,99.5,33.2,90.65,44.8,"7,464",48.8,17.7,50.9,24,6,28,14,24,20,26,24,15,25,26,9,28,27,20,26,24,26,28,16,28,23,19,27,27,26,25,13,21,17,25,11,16,22,9,17,16,25
24,Philadelphia 76ers,1996,82,22,60,0.268,48.2,100.2,36.6,83.5,43.8,5.3,16.5,31.9,21.7,29.9,72.5,15.5,28.7,44.2,20.7,17.5,8.3,4.8,6.0,21.1,0.1,-6.5,56.4,1.18,15.2,109.5,65.4,47.0,-6.9,102.6,35.9,97.05,45.3,"8,006",50.4,17.9,51.8,25,5,25,6,26,25,29,29,3,23,10,3,27,25,1,25,25,7,10,4,24,21,16,29,2,1,18,2,14,3,22,2,13,15,3,23,27,26
25,Denver Nuggets,1996,82,21,61,0.256,48.6,97.8,35.8,81.5,43.9,7.8,20.9,37.2,18.5,24.3,76.1,12.1,29.9,42.0,23.0,16.6,6.1,5.9,5.5,21.8,0.2,-6.3,64.4,1.39,17.4,109.7,66.6,48.6,-6.6,103.1,32.4,93.67,46.1,"7,776",49.6,17.5,53.0,26,4,19,5,25,8,13,11,22,14,19,11,18,19,5,23,26,13,18,7,23,4,4,7,15,20,6,19,5,8,8,5,29,5,5,19,17,24
26,San Antonio Spurs,1996,82,20,62,0.244,48.1,90.5,34.5,77.9,44.2,4.6,14.4,32.0,16.9,23.5,71.9,13.4,26.0,39.4,20.3,15.2,7.9,5.3,5.5,21.5,0.2,-7.9,58.8,1.34,16.3,110.8,64.3,47.2,-8.8,102.1,34.4,88.45,44.0,"7,268",49.0,17.1,51.2,27,3,27,1,28,21,17,19,8,28,24,14,25,26,27,27,27,27,24,20,21,25,23,28,25,25,24,6,29,24,26,21,19,10,6,20,18,28
27,Boston Celtics,1996,82,15,67,0.183,48.5,100.6,37.4,85.0,44.0,5.7,16.2,35.1,20.1,26.8,75.0,13.3,26.7,40.0,21.9,16.4,9.9,3.8,6.8,23.4,0.1,-7.3,58.4,1.34,16.1,110.1,65.8,47.4,-7.2,102.9,32.9,96.78,43.4,"8,014",48.2,16.7,52.0,28,2,22,3,27,22,18,23,17,19,28,21,24,24,2,28,28,6,5,2,22,19,18,22,6,7,10,9,26,22,15,8,2,28,1,8,28,27
28,Vancouver Grizzlies,1996,82,14,68,0.171,48.2,89.2,34.4,78.7,43.7,5.4,15.5,34.9,15.0,21.1,70.9,12.5,26.3,38.8,22.7,15.9,8.0,5.7,5.6,21.4,0.1,-10.2,66.1,1.43,17.9,110.1,61.8,47.1,-11.0,99.1,32.5,89.7,43.3,"7,380",46.9,17.6,50.7,29,1,29,4,29,4,12,7,20,29,29,10,26,28,24,29,29,28,26,17,27,20,22,23,29,29,27,16,28,27,10,14,17,6,4,21,29,29
