,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Denver Nuggets,2003,82,43,39,0.524,48.1,97.2,36.5,82.5,44.3,4.0,12.0,33.6,20.2,26.3,76.7,13.2,29.1,42.3,21.9,15.6,9.1,6.3,5.8,22.0,0.1,1.1,59.9,1.4,16.5,101.4,66.4,46.7,1.0,102.4,33.7,94.64,50.5,"7,786",49.8,16.4,51.7,11,19,9,15,12,16,13,14,5,24,19,12,17,12,1,12,11,5,5,2,9,26,25,22,3,6,9,7,24,15,9,10,3,5,3,10,5,11
11,Miami Heat,2003,82,42,40,0.512,48.2,90.3,33.3,78.3,42.5,5.9,16.5,35.7,17.8,23.4,76.2,11.5,30.0,41.5,19.1,13.9,7.2,3.8,5.4,22.1,0.0,0.5,57.3,1.38,15.6,100.3,70.7,46.3,0.3,100.6,30.7,89.3,49.6,"7,361",50.4,15.4,51.0,12,17,17,21,13,26,17,25,20,4,13,23,19,21,23,13,12,23,26,21,25,7,7,7,18,19,12,20,15,20,28,24,21,28,8,8,15,13
12,Utah Jazz,2003,82,42,40,0.512,48.2,88.7,32.8,75.3,43.6,3.1,9.6,32.1,20.0,26.8,74.6,13.5,27.7,41.2,20.4,16.6,7.1,6.0,6.5,25.6,0.1,-1.2,62.1,1.22,16.3,101.3,69.1,45.6,-1.3,100.0,37.3,88.26,49.3,"7,271",52.9,18.8,50.9,13,18,21,16,17,9,26,18,1,10,1,1,23,22,27,14,13,27,27,29,17,28,28,26,4,4,20,5,29,22,20,3,23,6,1,1,6,17
13,Milwaukee Bucks,2003,82,41,41,0.5,48.2,98.0,36.2,81.1,44.7,4.9,14.0,35.0,20.7,26.7,77.5,11.7,30.5,42.2,22.8,13.5,6.8,4.7,5.0,20.3,0.0,1.1,63.0,1.69,17.5,103.5,69.0,47.7,1.1,104.6,30.8,93.2,51.0,"7,682",49.9,14.4,52.8,14,14,4,7,11,7,5,7,18,11,18,27,10,7,9,11,14,4,6,10,6,19,17,10,2,5,7,18,11,16,7,27,28,17,18,26,16,12
14,New Orleans Hornets,2003,82,41,41,0.5,48.4,91.8,33.8,80.5,42.0,6.5,20.3,31.9,17.7,23.6,75.1,13.3,29.5,42.8,20.9,15.0,8.6,4.2,5.2,20.9,0.1,-0.1,61.9,1.4,16.4,100.6,68.1,46.0,0.1,100.7,33.2,90.59,49.1,"7,476",50.2,16.4,50.5,15,15,15,19,14,11,14,15,9,16,15,13,22,23,19,15,15,17,21,11,27,4,2,28,19,18,17,6,18,10,14,14,9,24,13,19,7,14
15,Portland Trail Blazers,2003,82,41,41,0.5,48.7,90.7,35.3,78.9,44.8,4.6,13.4,34.6,15.4,21.1,73.1,12.7,29.0,41.7,21.6,14.8,7.5,5.4,4.8,19.0,0.0,-1.3,61.0,1.46,17.2,103.5,67.0,47.8,-1.5,102.1,34.4,87.54,48.8,"7,289",50.7,16.6,51.5,16,16,10,8,18,14,11,9,3,22,11,11,9,15,29,20,16,21,12,19,5,21,22,12,28,27,23,10,26,19,13,15,18,9,20,29,17,18
16,New York Knicks,2003,82,39,43,0.476,48.5,92.0,35.1,79.4,44.2,5.0,13.6,36.4,16.8,21.1,79.3,11.6,31.0,42.6,20.7,15.7,7.4,4.8,4.7,23.1,0.0,-1.5,58.8,1.31,16.4,101.3,70.1,47.4,-1.6,99.7,30.7,91.29,48.8,"7,563",50.8,17.0,51.8,17,13,23,17,20,21,21,16,21,7,8,9,13,11,16,21,17,16,13,17,14,18,21,4,23,28,3,19,6,14,16,9,19,15,22,4,18,19
17,Golden State Warriors,2003,82,37,45,0.451,48.4,93.3,35.1,79.4,44.2,5.2,15.6,33.4,17.9,24.7,72.5,12.2,30.9,43.1,20.5,14.8,7.0,4.7,5.1,20.6,0.0,-0.7,58.5,1.39,16.2,102.6,69.4,47.5,-1.1,101.5,31.2,90.95,49.1,"7,535",50.3,16.1,51.7,18,11,12,12,16,23,16,19,16,8,14,18,11,13,18,16,18,13,14,18,15,12,11,24,17,13,25,14,8,7,17,16,25,18,14,23,19,16
18,Seattle SuperSonics,2003,82,37,45,0.451,48.3,97.1,35.8,80.4,44.6,8.8,23.6,37.3,16.6,21.7,76.5,11.1,28.3,39.3,21.7,14.5,8.1,4.7,4.7,21.8,0.1,-0.6,60.6,1.5,17.1,106.4,65.5,50.1,-0.8,105.6,30.2,91.34,49.1,"7,542",47.9,15.8,54.0,19,12,3,3,15,15,9,10,24,29,26,22,2,2,15,17,19,6,9,12,7,1,1,2,26,24,10,23,28,29,11,20,12,19,23,11,8,15
19,Boston Celtics,2003,82,36,46,0.439,48.1,95.3,34.7,78.2,44.3,6.7,19.5,34.6,19.2,25.5,75.0,10.4,29.8,40.1,20.5,16.2,9.4,4.0,5.0,22.4,0.0,-1.5,59.2,1.26,16.1,102.2,65.8,48.6,-1.5,100.7,27.9,94.47,49.0,"7,757",47.3,17.2,53.2,20,10,16,13,19,18,23,20,28,26,28,7,5,4,3,19,20,8,16,22,10,3,3,13,8,8,18,27,17,27,18,6,2,26,19,6,20,20
20,Cleveland Cavaliers,2003,82,35,47,0.427,48.4,92.9,35.6,82.4,43.3,3.0,9.6,31.4,18.6,24.8,75.3,13.6,31.9,45.6,22.0,14.8,7.1,6.5,5.3,21.3,0.0,-2.6,61.9,1.49,16.9,103.1,68.8,45.1,-2.6,100.6,34.0,91.71,49.1,"7,577",51.4,16.0,49.8,21,9,18,10,21,12,10,11,4,12,5,20,28,27,14,18,21,14,10,4,20,29,29,29,13,12,15,3,4,1,8,17,24,4,10,13,21,22
21,Philadelphia 76ers,2003,82,33,49,0.402,48.4,88.0,32.7,76.3,42.8,4.1,12.1,34.2,18.4,24.5,75.3,11.5,29.4,40.8,20.0,15.9,8.0,4.4,5.6,20.7,0.0,-2.5,61.1,1.25,16.1,100.4,68.1,45.6,-2.6,97.8,31.3,89.26,48.4,"7,379",49.8,17.7,50.5,22,7,26,20,22,13,24,21,15,17,20,4,24,24,24,22,22,28,28,27,23,24,24,17,14,15,16,21,21,24,23,8,15,23,5,22,22,21
22,Toronto Raptors,2003,82,33,49,0.402,48.7,85.4,32.4,77.4,41.8,5.6,15.8,35.6,15.1,20.1,75.0,10.1,29.5,39.6,19.2,14.2,7.4,4.9,4.1,21.3,0.0,-3.0,59.3,1.35,15.9,98.8,67.3,45.4,-3.4,95.3,27.0,88.24,47.6,"7,348",47.1,15.9,49.5,23,8,29,23,23,17,20,22,29,21,29,21,25,28,28,23,23,29,29,24,28,8,9,8,29,29,19,29,19,28,27,22,20,14,27,14,23,23
23,Phoenix Suns,2003,82,29,53,0.354,48.1,94.2,36.1,81.4,44.3,5.1,14.7,34.5,17.0,22.7,74.6,11.3,29.3,40.6,19.3,15.2,9.0,4.7,5.3,22.7,0.0,-3.7,53.6,1.27,15.3,104.2,66.1,47.5,-3.8,100.3,29.7,93.72,46.6,"7,699",47.9,16.2,51.5,24,6,20,5,24,29,22,27,25,25,27,17,12,16,6,24,24,11,8,8,11,15,16,14,22,20,21,22,22,26,25,11,4,20,11,5,24,24
24,Atlanta Hawks,2003,82,28,54,0.341,48.5,92.8,34.5,79.6,43.3,5.1,15.2,33.5,18.7,24.1,77.6,12.1,30.6,42.7,20.1,16.5,7.6,5.0,5.1,22.3,0.0,-4.6,58.3,1.22,15.7,103.9,68.6,46.5,-4.8,99.1,30.8,92.68,46.6,"7,680",50.0,17.6,51.4,25,4,24,6,26,24,27,24,19,15,17,5,18,17,10,25,25,15,17,16,21,16,14,23,12,17,6,16,10,12,22,4,17,12,15,7,25,25
25,Los Angeles Clippers,2003,82,28,54,0.341,48.3,94.8,34.4,80.2,42.8,4.0,12.5,32.1,22.0,28.1,78.5,14.0,29.5,43.5,20.2,16.4,7.2,4.6,5.3,22.1,0.0,-4.6,58.7,1.23,15.5,106.6,67.7,45.3,-4.7,101.9,36.2,92.49,46.4,"7,624",51.7,17.6,51.2,26,5,11,2,25,22,25,26,2,19,2,6,27,18,12,26,26,9,18,13,24,27,23,27,1,2,4,2,20,4,21,5,22,22,12,9,26,26
26,Washington Wizards,2003,82,25,57,0.305,48.4,91.8,33.6,80.0,42.1,5.3,15.5,34.2,19.3,27.0,71.4,13.6,29.2,42.8,18.7,17.5,8.9,5.0,5.5,20.9,0.0,-5.6,55.7,1.07,14.5,102.9,66.7,45.4,-5.7,97.2,33.3,93.9,44.1,"7,751",49.6,18.6,50.0,27,3,27,11,27,27,29,29,7,23,21,3,26,26,5,28,27,18,23,15,26,11,12,18,7,3,27,4,23,11,29,1,6,13,6,20,27,27
27,Chicago Bulls,2003,82,23,59,0.28,48.4,89.7,34.1,82.4,41.4,5.2,15.3,34.2,16.2,22.4,72.5,12.8,30.7,43.5,21.9,16.1,8.0,4.8,5.4,23.3,0.0,-6.4,64.1,1.36,16.7,102.1,67.9,44.6,-6.5,95.6,31.1,93.23,44.6,"7,694",49.1,17.2,48.6,28,2,28,14,28,6,19,12,17,18,22,8,29,29,8,27,28,26,20,5,29,13,13,19,27,23,26,9,9,5,10,7,16,16,9,2,28,28
28,Orlando Magic,2003,82,21,61,0.256,48.4,94.0,35.4,82.5,42.9,5.2,15.2,34.4,18.0,24.4,73.7,12.2,28.7,40.9,19.3,13.7,6.7,3.8,5.5,21.3,0.0,-7.0,54.5,1.41,15.2,108.8,65.7,46.1,-7.4,101.4,31.5,92.14,43.4,"7,608",48.1,14.8,50.4,29,1,13,1,29,28,12,28,13,27,25,24,21,25,13,29,29,12,11,3,22,14,15,16,16,16,22,15,27,23,26,26,29,29,7,15,29,29
