,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
13,Atlanta Hawks,2012,82,44,38,0.537,48.4,98.0,37.6,81.0,46.4,8.6,23.2,37.1,14.1,19.7,71.5,9.2,31.6,40.9,24.5,14.9,8.1,4.5,4.3,18.0,18.8,0.4,65.1,1.65,18.8,103.4,70.1,51.7,0.3,103.7,25.4,93.56,50.9,"7,744",48.2,15.7,54.6,14,17,17,21,14,1,5,2,28,15,29,15,6,9,12,13,14,13,11,22,7,5,4,7,28,27,26,27,11,23,2,10,14,22,25,28,25,13
14,Utah Jazz,2012,82,43,39,0.524,48.5,98.0,37.1,81.8,45.4,6.2,16.9,36.6,17.5,23.0,76.4,12.1,30.0,42.0,22.7,14.8,8.4,6.3,5.9,21.3,20.4,-0.1,61.0,1.54,17.4,105.6,69.7,49.2,-0.2,105.4,32.9,92.05,50.4,"7,629",51.0,15.9,53.3,15,16,10,11,15,7,14,11,7,19,10,10,15,15,19,15,15,14,16,12,12,23,28,9,10,11,12,8,21,14,13,11,7,5,7,3,11,15
15,Boston Celtics,2012,81,41,40,0.506,49.0,96.5,37.0,79.7,46.5,6.1,17.2,35.8,16.3,21.0,77.6,8.1,31.3,39.3,22.8,14.6,8.2,4.5,4.7,21.2,19.4,-0.2,61.4,1.56,17.9,102.6,69.0,50.3,-0.5,102.2,24.6,92.46,50.7,"7,652",47.7,15.4,54.2,16,15,24,24,16,6,13,5,29,23,30,20,12,12,17,14,16,18,17,28,6,25,26,16,19,22,6,30,12,29,10,17,12,23,20,4,18,16
16,Dallas Mavericks,2012,82,41,41,0.5,48.7,101.1,38.8,84.0,46.2,7.4,19.9,37.2,16.1,20.4,79.3,9.4,32.6,41.9,23.2,14.0,7.9,5.5,4.1,20.7,18.9,-0.6,59.9,1.67,17.7,105.4,69.8,50.6,-0.6,104.7,25.9,95.09,50.2,"7,917",48.4,14.4,54.4,17,14,14,13,17,16,3,8,27,17,28,28,11,11,6,17,17,9,3,8,8,11,14,6,20,25,2,26,6,16,6,25,16,8,27,8,24,17
17,Milwaukee Bucks,2012,82,38,44,0.463,48.4,98.9,38.1,87.8,43.5,7.3,20.4,36.0,15.3,20.7,73.6,13.0,30.9,44.0,22.9,14.1,8.4,6.7,4.4,19.0,19.1,-1.5,60.0,1.62,17.0,104.2,67.8,47.6,-1.7,102.5,31.5,95.65,48.8,"7,909",49.1,14.6,51.0,18,13,22,19,19,15,7,16,11,28,20,27,24,28,3,19,18,12,9,1,27,14,11,13,26,23,22,2,13,5,9,22,8,2,22,21,22,18
18,Philadelphia 76ers,2012,82,34,48,0.415,48.2,93.2,37.3,84.1,44.4,6.3,17.5,36.0,12.2,16.8,72.9,10.9,30.4,41.3,22.8,13.0,7.4,4.7,4.8,18.4,16.2,-3.3,61.0,1.74,17.7,104.7,69.5,48.1,-3.7,101.0,29.1,91.88,47.4,"7,566",48.9,14.1,50.9,19,11,26,16,23,8,1,9,23,20,24,29,21,29,20,22,19,29,13,7,22,21,25,14,30,29,25,19,16,21,11,29,18,19,19,25,30,23
19,Toronto Raptors,2012,82,34,48,0.415,48.7,97.2,36.3,81.5,44.6,7.0,20.3,34.3,17.6,22.3,78.8,10.6,29.6,40.2,21.5,13.7,7.3,4.8,4.7,22.4,20.1,-1.5,59.2,1.57,16.9,106.4,68.8,48.8,-1.4,105.0,29.6,91.26,48.4,"7,591",49.0,14.8,53.2,20,12,13,9,18,19,11,18,18,24,23,26,18,16,24,20,20,16,21,18,20,15,12,26,8,14,5,24,26,28,20,28,20,18,21,1,12,19
20,Portland Trail Blazers,2012,82,33,49,0.402,48.4,97.5,36.7,81.9,44.8,8.2,23.2,35.3,15.9,20.5,77.6,10.7,30.2,40.8,21.8,14.7,6.6,4.3,4.4,18.5,18.7,-3.2,59.3,1.48,17.0,107.9,70.2,49.8,-3.4,104.5,29.4,92.46,46.8,"7,649",49.5,15.7,53.6,21,10,15,6,22,18,19,17,19,11,17,16,14,14,18,23,21,15,18,11,16,6,5,21,22,24,7,23,18,24,18,15,28,26,23,24,26,22
21,Minnesota Timberwolves,2012,82,31,51,0.378,48.1,95.7,35.9,81.7,43.9,5.5,18.0,30.5,18.5,24.9,74.2,11.9,30.2,42.0,22.4,14.8,8.5,4.7,5.9,18.4,22.5,-2.4,62.4,1.51,17.1,104.0,70.2,47.3,-2.2,101.8,31.2,93.94,49.4,"7,712",50.0,15.7,51.6,22,9,25,20,20,4,15,14,12,12,14,17,26,21,11,18,22,20,26,14,24,28,21,30,5,6,21,11,19,15,16,12,6,20,8,26,2,20
22,Detroit Pistons,2012,82,29,53,0.354,48.3,94.9,36.3,81.0,44.9,6.3,17.6,35.6,15.9,22.8,69.9,12.1,30.0,42.1,21.2,15.1,7.0,4.9,5.8,19.8,19.9,-4.0,58.5,1.4,16.6,107.2,69.5,48.7,-4.5,102.7,32.4,91.68,46.7,"7,571",50.6,16.4,52.1,23,7,21,7,25,21,27,23,9,21,13,3,19,20,22,24,23,22,22,23,14,22,24,18,23,12,29,9,22,13,22,7,26,16,10,18,15,25
23,Washington Wizards,2012,82,29,53,0.354,48.4,93.2,35.5,81.6,43.5,6.6,18.2,36.5,15.6,21.3,73.3,10.8,32.3,43.2,21.6,15.1,7.3,4.6,4.4,20.5,19.1,-2.5,61.0,1.43,16.9,101.6,70.6,47.5,-2.3,99.3,27.9,93.23,48.1,"7,699",49.1,16.1,51.2,24,8,30,26,21,9,23,19,25,6,21,7,25,26,14,21,24,30,28,16,28,18,20,10,24,18,23,22,8,9,19,8,21,21,24,11,23,21
24,Sacramento Kings,2012,82,28,54,0.341,48.4,100.2,37.6,84.2,44.7,7.4,20.5,36.3,17.5,22.8,76.9,11.5,29.1,40.6,20.8,14.6,8.2,4.2,6.3,20.9,20.0,-4.9,55.3,1.42,16.0,110.0,67.3,49.1,-4.7,105.3,30.6,94.65,45.4,"7,804",48.5,15.4,53.2,25,6,11,2,26,29,24,27,15,30,27,21,16,17,8,28,25,10,12,4,19,12,10,11,11,13,11,14,28,26,25,18,13,28,4,7,14,27
25,New Orleans Hornets,2012,82,27,55,0.329,48.2,94.1,36.0,80.4,44.8,6.5,18.0,36.3,15.5,20.0,77.6,12.0,29.6,41.6,21.0,14.5,6.3,5.4,6.0,20.4,18.7,-3.9,58.2,1.44,16.7,108.9,70.5,48.9,-4.4,104.5,33.2,89.5,46.4,"7,379",51.4,16.2,52.8,26,5,16,3,24,22,22,21,6,7,5,6,17,18,30,25,26,24,24,26,17,19,22,12,25,26,8,10,27,18,23,19,30,11,6,12,27,24
26,Phoenix Suns,2012,82,25,57,0.305,48.3,95.2,37.3,84.4,44.3,5.9,17.7,33.0,14.7,19.7,74.4,11.7,29.9,41.6,22.6,15.6,8.0,5.3,5.1,20.6,18.4,-6.5,60.6,1.45,17.1,106.9,68.7,47.7,-6.7,100.2,30.8,94.48,45.8,"7,793",49.1,16.4,51.2,27,4,29,8,28,11,21,15,14,25,22,4,23,27,10,27,27,21,14,3,23,26,23,28,27,28,20,12,23,19,14,2,15,13,14,9,28,28
27,Cleveland Cavaliers,2012,82,24,58,0.293,48.1,96.5,36.5,84.2,43.4,6.7,19.3,34.6,16.8,22.3,75.6,12.2,28.8,41.0,20.7,14.0,7.9,4.1,6.8,21.2,19.7,-4.7,56.6,1.47,15.9,108.2,69.5,47.3,-5.0,103.2,32.6,93.25,45.0,"7,666",50.0,15.0,51.4,28,3,20,5,27,26,20,28,8,22,15,25,27,23,13,29,28,19,20,5,29,17,17,23,14,15,14,7,30,22,26,26,17,29,3,5,16,26
28,Charlotte Bobcats,2012,82,21,61,0.256,48.3,93.4,34.4,81.1,42.5,5.7,17.1,33.5,18.9,25.1,75.0,11.2,29.1,40.3,19.4,14.1,7.2,5.8,6.9,19.0,21.3,-9.2,56.2,1.38,15.3,110.3,67.9,46.0,-9.9,100.4,30.5,92.49,43.8,"7,632",48.6,15.1,50.7,29,2,28,1,30,27,29,30,17,26,25,24,30,30,16,30,29,27,30,20,30,27,27,27,4,5,18,16,29,27,29,23,24,6,1,22,6,30
29,Orlando Magic,2012,82,20,62,0.244,48.2,94.1,37.7,84.2,44.8,6.2,18.7,32.9,12.5,16.6,75.5,10.9,31.9,42.7,22.8,14.5,6.4,4.4,5.2,19.4,16.5,-7.0,60.5,1.57,17.6,108.4,70.7,48.5,-7.4,100.9,29.3,92.81,45.9,"7,646",49.8,15.6,51.4,30,1,27,4,29,12,12,10,20,5,16,18,20,24,15,26,30,25,10,6,18,24,18,29,29,30,15,20,9,12,12,20,29,25,13,20,29,29
