TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Chicago Bulls,2013,82,48,34,0.585,48.6,93.7,34.7,80.2,43.2,6.2,17.8,34.8,18.1,23.3,77.9,11.4,32.7,44.1,22.7,14.9,7.2,5.2,6.0,19.1,20.9,1.9,65.4,1.52,17.6,99.9,71.3,47.1,1.9,101.7,32.1,90.84,52.8,"7,549",51.8,16.2,51.8
Phoenix Suns,2013,82,48,34,0.585,48.2,105.2,38.7,83.5,46.3,9.3,25.1,37.2,18.5,24.4,75.8,11.3,31.7,43.0,19.1,15.3,8.4,4.6,4.0,21.9,21.3,2.6,49.3,1.24,14.7,105.6,69.9,51.9,2.6,108.2,29.8,96.83,50.9,"7,973",50.0,15.8,55.8
Toronto Raptors,2013,82,48,34,0.585,48.7,101.3,36.5,81.9,44.5,8.7,23.4,37.2,19.6,25.1,78.2,11.4,31.1,42.5,21.2,14.1,7.0,4.2,4.3,23.0,22.1,3.2,58.1,1.5,16.4,104.6,70.1,49.8,3.3,107.9,31.2,92.48,51.2,"7,696",50.5,15.1,54.5
Brooklyn Nets,2013,82,44,38,0.537,48.5,98.5,35.7,77.9,45.9,8.6,23.4,36.9,18.4,24.4,75.3,8.8,29.4,38.1,20.9,14.5,8.6,3.8,4.1,21.7,20.8,-1.0,58.5,1.44,16.7,106.7,68.6,51.4,-1.3,105.4,26.0,92.42,49.2,"7,663",47.5,15.5,55.5
Washington Wizards,2013,82,44,38,0.537,48.9,100.7,38.7,84.4,45.9,7.9,20.8,38.0,15.3,20.9,73.1,10.8,31.4,42.2,23.3,14.7,8.1,4.6,3.9,20.4,19.5,1.3,60.1,1.59,17.6,103.6,71.9,50.6,1.3,104.9,28.6,94.18,50.4,"7,872",49.8,15.3,53.8
Charlotte Bobcats,2013,82,43,39,0.524,48.5,96.9,36.3,82.1,44.2,6.3,17.9,35.1,18.0,24.4,73.7,9.5,33.2,42.7,21.7,12.3,6.1,5.1,5.1,18.2,20.9,-0.2,59.7,1.76,16.9,103.3,73.0,48.1,-0.4,103.0,26.9,92.93,50.8,"7,712",50.0,13.1,52.2
Minnesota Timberwolves,2013,82,40,42,0.488,48.4,106.9,38.9,87.5,44.4,7.3,21.4,34.1,21.8,28.1,77.8,12.5,32.2,44.7,23.9,13.9,8.8,3.6,5.6,18.3,23.6,2.7,61.6,1.72,17.3,105.2,71.5,48.6,2.6,107.7,31.7,98.33,51.9,"8,139",50.8,14.0,53.5
Atlanta Hawks,2013,82,38,44,0.463,48.4,101.0,37.3,81.6,45.8,9.4,25.8,36.3,17.0,21.7,78.1,8.7,31.3,40.0,24.9,15.3,8.3,4.0,4.3,19.2,20.0,-0.5,66.7,1.63,18.8,105.7,71.1,51.5,-0.7,104.9,25.6,95.41,50.2,"7,892",48.5,15.9,55.4
New York Knicks,2013,82,37,45,0.451,48.4,98.6,36.9,82.2,44.9,9.3,24.9,37.2,15.5,20.4,76.1,10.6,29.7,40.3,20.0,13.0,7.7,4.5,3.4,22.1,19.6,-0.8,54.2,1.54,16.0,108.1,70.5,50.5,-1.1,107.0,29.1,91.24,49.0,"7,556",49.2,14.1,54.1
Denver Nuggets,2013,82,36,46,0.439,48.2,104.4,38.4,85.9,44.7,8.6,23.9,35.8,19.1,26.3,72.6,12.3,33.1,45.4,22.4,15.9,7.5,5.6,5.6,23.0,21.7,-2.1,58.4,1.41,16.4,107.3,70.3,49.7,-2.2,105.1,31.0,98.95,48.1,"8,146",50.5,16.0,53.6
New Orleans Pelicans,2013,82,34,48,0.415,48.4,99.7,37.8,82.5,45.9,5.9,15.9,37.3,18.2,23.6,76.9,11.4,30.3,41.7,21.3,13.8,7.9,6.4,6.1,22.6,20.3,-2.7,56.3,1.55,16.5,109.1,69.4,49.5,-3.0,106.2,30.5,93.07,48.3,"7,703",49.7,14.7,53.7
Cleveland Cavaliers,2013,82,33,49,0.402,48.6,98.2,37.0,84.8,43.7,7.1,20.0,35.6,17.0,22.7,75.1,12.1,32.1,44.1,21.2,14.2,7.1,3.7,5.6,20.0,19.5,-3.3,57.2,1.49,16.2,107.0,71.1,47.9,-3.6,103.5,31.4,93.69,46.9,"7,784",50.8,14.9,51.8
Detroit Pistons,2013,82,29,53,0.354,48.2,101.0,38.8,86.9,44.7,6.2,19.3,32.1,17.3,25.7,67.0,14.6,30.8,45.4,20.9,14.5,8.4,4.8,4.9,20.3,20.7,-3.7,53.9,1.44,15.6,109.0,69.3,48.2,-3.7,105.2,34.7,95.57,46.4,"7,874",51.1,15.2,51.4
Sacramento Kings,2013,82,28,54,0.341,48.4,100.5,36.9,82.5,44.7,6.0,18.0,33.3,20.7,27.3,75.9,12.1,32.4,44.5,18.9,15.2,7.2,3.9,5.6,22.5,23.1,-2.9,51.1,1.24,14.6,107.8,72.5,48.4,-2.7,105.1,31.6,95.04,47.3,"7,840",51.8,15.9,53.2
Los Angeles Lakers,2013,82,27,55,0.329,48.1,103.0,38.3,85.1,45.0,9.4,24.8,38.1,17.0,22.4,75.7,9.1,32.0,41.0,24.5,15.1,7.5,5.4,4.7,19.8,19.3,-6.3,63.9,1.62,18.1,109.3,67.6,50.5,-6.0,103.2,23.5,99.72,46.0,"8,177",45.9,15.2,54.2
Boston Celtics,2013,82,25,57,0.305,48.1,96.2,36.5,83.9,43.5,7.0,21.1,33.3,16.2,20.8,77.7,12.0,30.5,42.5,21.0,15.4,7.1,4.2,4.5,21.3,19.1,-4.5,57.6,1.37,16.2,106.5,70.8,47.7,-4.6,101.9,31.4,94.28,46.1,"7,745",50.5,16.3,51.7
Utah Jazz,2013,82,25,57,0.305,48.2,95.0,36.0,81.1,44.4,6.6,19.2,34.4,16.4,22.0,74.7,11.0,30.2,41.2,20.3,14.6,7.0,4.5,4.9,20.7,20.4,-7.2,56.4,1.39,16.1,110.1,70.8,48.4,-7.6,102.4,29.7,92.32,45.1,"7,605",49.7,15.8,52.3
Orlando Magic,2013,82,23,59,0.28,48.7,96.5,36.9,82.7,44.5,6.9,19.5,35.3,15.9,20.9,76.3,9.7,32.4,42.0,21.0,14.9,7.7,4.3,5.4,20.5,18.3,-5.4,57.1,1.41,16.4,106.6,71.4,48.7,-5.7,101.0,26.7,94.27,46.6,"7,837",49.0,15.6,52.5
Philadelphia 76ers,2013,82,19,63,0.232,48.4,99.5,37.9,87.2,43.5,7.0,22.5,31.2,16.6,23.4,71.0,11.6,31.2,42.7,21.8,16.9,9.3,4.0,6.8,22.5,20.6,-10.5,57.6,1.29,16.0,109.0,68.4,47.5,-10.0,99.0,29.0,99.74,42.6,"8,236",47.9,16.8,51.0
Milwaukee Bucks,2013,82,15,67,0.183,48.5,95.5,36.0,82.2,43.8,6.7,18.9,35.3,16.8,22.5,74.7,11.8,29.3,41.1,21.5,15.1,6.6,4.9,5.0,20.9,20.6,-8.2,59.6,1.42,16.5,110.2,67.8,47.9,-8.3,101.9,31.0,92.96,44.9,"7,685",49.0,16.1,51.9
