,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Charlotte Hornets,2001,82,44,38,0.537,48.2,93.9,35.3,80.2,44.0,4.2,12.1,34.8,19.1,25.7,74.5,12.9,30.5,43.5,21.5,14.0,8.0,5.6,5.1,21.3,0.2,1.0,60.8,1.53,16.7,101.8,68.9,46.6,1.2,102.9,33.3,90.93,51.3,"7,480",51.1,15.4,51.3,11,17,14,20,13,14,13,19,9,8,7,20,20,19,21,12,11,20,20,19,18,22,23,18,8,7,18,10,12,6,19,21,12,10,14,16,1,13
11,Orlando Magic,2001,82,44,38,0.537,48.4,100.5,37.6,84.0,44.8,7.6,20.2,37.3,17.6,23.4,75.4,11.5,29.7,41.2,22.0,13.6,8.1,4.7,4.7,20.7,0.1,1.6,58.4,1.61,16.8,104.1,66.5,49.3,1.5,105.6,29.2,94.4,49.7,"7,805",47.7,14.3,53.3,12,18,7,15,12,21,8,18,24,27,29,26,7,8,3,17,12,4,7,6,11,3,2,8,16,16,15,20,19,25,15,25,9,19,23,22,17,11
12,Utah Jazz,2001,82,44,38,0.537,48.4,96.0,35.0,77.7,45.0,3.4,10.3,33.3,22.6,29.6,76.3,13.5,28.6,42.2,24.4,16.5,9.1,6.4,6.7,24.0,0.1,0.9,69.7,1.48,18.4,102.9,68.3,47.2,0.9,103.8,36.2,91.75,53.0,"7,582",52.1,17.8,52.9,13,19,11,16,14,1,19,2,2,18,4,1,16,10,12,5,13,14,21,27,10,28,27,24,1,1,12,4,26,15,1,2,2,4,2,1,18,14
13,Philadelphia 76ers,2001,82,43,39,0.524,48.1,91.0,34.2,78.5,43.6,2.6,8.7,29.9,20.0,25.7,77.9,13.3,30.9,44.2,20.0,15.3,8.6,4.4,5.6,20.1,0.2,1.6,58.4,1.3,15.8,98.7,70.2,45.2,1.8,100.5,34.1,90.32,52.0,"7,424",52.3,16.9,50.7,14,16,23,27,11,22,26,26,7,4,2,4,28,22,25,9,14,26,28,25,21,29,29,29,5,8,4,5,10,5,28,5,6,24,8,23,2,12
14,Indiana Pacers,2001,82,42,40,0.512,48.5,96.8,35.8,80.2,44.6,4.9,14.6,33.9,20.3,26.3,77.2,11.3,31.3,42.7,23.0,15.2,8.0,5.3,5.7,22.9,0.2,0.3,64.2,1.51,17.6,102.4,68.6,47.7,0.4,102.8,30.2,93.13,51.0,"7,721",49.9,16.2,52.7,15,14,16,19,15,4,16,9,19,11,16,8,11,12,9,13,15,9,14,20,15,17,14,21,4,5,5,21,6,10,9,7,13,15,7,3,3,15
15,Toronto Raptors,2001,82,42,40,0.512,48.2,91.4,35.6,82.0,43.4,4.7,13.5,34.9,15.5,20.9,73.9,13.6,28.5,42.1,21.7,14.3,8.4,5.6,4.8,21.6,0.1,-0.4,60.9,1.52,16.9,101.7,67.1,46.3,-0.6,101.1,34.3,90.02,49.6,"7,414",50.3,15.8,50.1,16,15,22,21,18,13,15,16,6,24,12,13,23,24,26,18,16,25,16,11,23,19,18,17,26,26,22,2,28,16,17,18,8,11,21,13,19,17
16,Milwaukee Bucks,2001,82,41,41,0.5,48.5,97.5,37.1,80.2,46.2,7.2,19.3,37.5,16.1,21.5,74.8,10.3,31.2,41.4,22.5,14.1,7.3,4.7,4.4,21.8,0.1,-0.2,60.7,1.6,17.7,105.6,67.9,50.7,-0.3,105.3,28.7,91.51,50.2,"7,591",49.1,15.2,54.4,17,13,9,7,16,15,10,8,26,19,20,21,2,2,15,14,17,8,9,21,4,4,4,7,24,23,17,28,8,23,10,19,21,20,26,10,20,16
17,Los Angeles Clippers,2001,82,39,43,0.476,48.3,95.7,36.2,81.3,44.5,5.0,14.0,35.6,18.3,24.7,73.9,13.2,30.2,43.4,20.9,14.8,6.2,6.6,5.4,19.8,0.1,-0.5,57.7,1.41,16.3,104.7,67.3,47.6,-0.4,104.3,34.9,91.21,49.5,"7,524",51.2,16.1,51.9,18,12,10,9,17,24,22,24,3,22,6,9,15,15,19,19,18,15,12,14,16,15,17,12,11,9,23,7,15,7,22,8,29,2,12,24,21,18
18,Washington Wizards,2001,82,37,45,0.451,48.1,92.8,35.8,81.3,44.1,3.7,9.6,38.8,17.4,22.8,76.5,12.9,29.2,42.0,20.9,13.0,7.0,4.3,5.0,21.5,0.1,-1.4,58.4,1.61,16.6,104.5,68.5,46.4,-1.6,102.9,32.8,89.93,48.6,"7,395",50.4,14.4,50.8,19,11,15,12,20,23,9,21,10,13,10,25,22,21,27,20,19,21,15,15,17,26,28,1,17,21,8,11,23,18,23,27,23,26,18,14,22,20
19,Miami Heat,2001,82,36,46,0.439,48.6,87.2,34.2,77.8,43.9,3.8,11.0,34.7,15.1,20.8,72.4,11.0,31.0,42.0,20.3,14.8,6.7,5.5,4.3,22.5,0.2,-1.5,59.4,1.37,16.5,99.0,71.0,46.3,-1.7,97.3,29.7,88.47,50.1,"7,346",50.5,16.6,50.1,20,9,27,26,21,19,24,22,22,1,8,5,24,25,29,15,20,29,29,26,19,25,25,19,29,27,25,25,9,19,25,9,26,13,28,6,4,21
20,Phoenix Suns,2001,82,36,46,0.439,48.4,95.1,37.8,84.6,44.7,4.4,13.4,32.7,15.2,19.9,76.7,13.1,29.6,42.7,22.4,14.7,8.1,4.9,5.8,21.8,0.1,-0.7,59.3,1.53,17.1,102.6,67.2,47.2,-0.7,101.8,32.7,92.74,48.6,"7,663",49.8,15.7,51.0,21,10,19,18,19,20,14,13,11,23,17,17,17,20,10,21,21,17,6,3,13,21,19,26,28,29,7,8,20,11,11,10,10,17,6,11,23,19
21,Atlanta Hawks,2001,82,33,49,0.402,48.2,94.0,35.4,80.6,43.9,5.2,14.6,35.4,18.1,23.7,76.5,11.6,29.8,41.5,20.2,15.5,8.1,4.3,6.2,20.8,0.1,-4.2,57.0,1.3,15.8,104.8,68.9,47.1,-4.4,100.4,29.7,93.21,46.5,"7,678",49.1,16.6,51.7,22,8,24,8,24,25,27,27,23,9,21,6,18,16,7,24,22,19,19,17,20,13,15,15,13,15,9,19,18,22,26,4,11,27,4,20,24,24
22,New York Knicks,2001,82,30,52,0.366,48.3,91.6,34.4,79.5,43.2,5.8,16.4,35.3,17.1,21.8,78.7,10.7,30.0,40.7,21.0,14.5,6.8,3.5,4.7,22.0,0.2,-4.0,61.1,1.44,16.7,104.6,68.4,46.8,-4.2,100.4,29.2,90.78,46.6,"7,487",48.9,15.9,51.4,23,7,25,11,23,12,21,20,25,15,23,12,19,18,22,23,23,24,26,23,25,9,8,16,21,22,3,27,16,26,21,15,25,29,24,9,5,23
23,Cleveland Cavaliers,2001,82,29,53,0.354,48.4,95.3,36.0,80.3,44.8,4.7,12.5,37.7,18.6,24.1,77.2,11.8,30.3,42.1,23.1,14.6,7.0,5.7,5.6,21.4,0.1,-3.3,64.1,1.58,17.8,107.0,69.0,47.7,-3.6,103.4,31.9,91.31,48.2,"7,553",50.5,15.8,52.4,24,6,12,2,22,6,11,6,15,7,9,14,12,13,18,22,24,16,13,18,12,20,22,5,9,11,6,18,14,17,7,12,24,9,9,15,25,22
24,Houston Rockets,2001,82,28,54,0.341,48.7,92.3,34.6,80.8,42.8,6.0,18.0,33.5,17.1,23.1,74.1,12.5,29.4,41.9,18.1,14.1,6.5,5.4,5.1,18.0,0.1,-4.9,52.2,1.28,14.6,106.9,67.5,46.5,-5.4,101.6,32.7,89.56,45.8,"7,456",49.7,15.5,50.7,25,5,20,3,25,29,28,29,12,21,18,18,21,23,28,25,25,22,25,16,27,8,6,23,22,19,21,14,21,20,29,20,27,14,15,29,26,25
25,Denver Nuggets,2001,82,27,55,0.329,48.3,92.2,35.5,83.8,42.4,5.2,15.7,32.9,15.9,21.4,74.4,13.6,28.2,41.8,22.2,14.7,7.5,5.6,6.8,22.8,0.1,-5.8,62.3,1.51,17.0,106.6,66.8,45.5,-6.3,100.3,34.1,91.35,44.2,"7,537",49.7,16.0,49.5,26,4,26,4,27,9,17,14,8,26,19,10,27,29,17,28,26,23,18,7,29,14,11,25,25,25,19,3,29,21,12,11,20,12,1,4,27,27
26,Memphis Grizzlies,2001,82,23,59,0.28,48.2,89.9,34.8,79.7,43.6,4.1,13.4,30.7,16.3,23.0,70.8,12.0,29.4,41.4,21.8,16.4,7.9,6.0,5.6,19.2,0.1,-7.4,62.6,1.33,16.9,104.7,66.3,46.2,-8.0,96.6,30.5,92.55,45.6,"7,629",48.3,17.6,50.1,27,3,29,10,28,8,25,17,18,28,26,2,25,26,11,26,27,27,23,22,22,23,20,28,23,20,28,16,22,24,16,3,15,7,10,27,28,28
27,Chicago Bulls,2001,82,21,61,0.256,48.3,89.5,34.3,79.2,43.3,3.7,10.6,34.6,17.2,23.9,72.2,11.3,28.8,40.0,22.2,15.3,7.7,4.4,4.9,22.4,0.2,-8.5,64.6,1.45,17.3,106.2,68.5,45.6,-9.1,97.2,29.8,91.56,43.6,"7,549",48.7,16.6,49.9,28,1,28,5,29,3,20,12,21,14,25,7,26,27,14,29,28,28,27,24,24,27,26,20,18,13,26,22,25,28,13,6,17,25,20,7,6,29
28,Golden State Warriors,2001,82,21,61,0.256,48.2,97.7,36.6,85.2,42.9,3.9,12.1,32.2,20.6,28.6,72.2,16.3,30.4,46.7,20.8,16.8,7.9,6.4,6.3,23.0,0.2,-5.4,56.9,1.24,15.3,107.1,66.9,45.2,-5.6,101.5,37.3,95.75,45.6,"7,890",51.6,17.5,49.9,29,2,21,1,26,26,29,28,1,25,5,3,29,28,2,27,29,7,11,2,26,24,24,27,2,2,27,1,13,1,24,1,16,5,3,2,7,26
