,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Indiana Pacers,2015,82,45,37,0.549,48.5,102.2,38.3,85.2,45.0,8.1,23.0,35.1,17.4,22.8,76.4,10.3,33.9,44.2,21.2,14.9,9.0,4.8,4.5,20.0,20.4,1.7,55.4,1.43,16.1,102.2,71.4,49.7,1.6,103.8,27.1,97.35,51.8,"8,068",49.4,15.1,53.6,11,20,25,28,12,24,25,22,19,20,19,11,20,19,11,10,11,17,16,13,16,18,20,14,14,17,15,17,9,11,22,10,4,16,21,20,14,11
11,Detroit Pistons,2015,82,44,38,0.537,48.5,102.0,37.9,86.4,43.9,9.0,26.2,34.5,17.1,25.5,66.8,12.5,33.9,46.3,19.4,13.5,7.0,3.7,4.5,19.0,21.6,0.6,51.2,1.44,14.8,104.9,75.3,49.1,0.3,105.3,31.3,95.75,48.6,"7,942",52.1,14.0,52.2,12,18,14,18,14,29,23,29,2,2,2,22,22,28,21,22,12,19,18,6,26,10,10,21,19,5,30,2,10,2,27,22,24,29,22,25,5,14
12,Portland Trail Blazers,2015,82,44,38,0.537,48.3,105.1,38.6,85.9,45.0,10.5,28.5,37.0,17.4,23.0,75.4,11.6,33.9,45.5,21.3,14.6,6.9,4.6,5.2,21.7,19.5,0.8,55.2,1.46,16.0,106.8,72.8,51.1,0.8,107.6,29.4,97.06,49.3,"8,012",51.0,15.0,54.8,13,19,6,12,13,25,21,23,10,12,9,14,8,10,12,18,13,6,10,8,17,5,6,5,15,15,19,4,11,5,21,14,25,18,13,4,22,13
13,Chicago Bulls,2015,82,42,40,0.512,48.5,101.6,38.6,87.4,44.1,7.9,21.4,37.1,16.5,21.0,78.7,11.1,35.2,46.3,22.8,13.9,6.0,5.7,5.7,18.8,18.7,-1.5,59.1,1.64,17.0,105.5,71.4,48.7,-1.4,104.1,29.0,96.6,49.4,"8,008",50.6,14.2,52.6,14,15,23,16,18,14,12,12,12,21,12,19,25,25,15,16,14,21,11,2,22,21,24,3,23,26,7,9,3,3,12,18,29,8,2,26,26,18
14,Dallas Mavericks,2015,82,42,40,0.512,48.8,102.3,37.4,84.1,44.4,9.8,28.6,34.4,17.7,22.3,79.4,9.2,33.9,43.1,22.1,12.8,6.8,3.7,4.4,19.5,21.4,-0.3,59.2,1.73,17.0,105.9,72.3,50.2,-0.4,105.5,24.1,95.34,50.3,"7,950",48.4,13.2,54.4,15,16,12,15,16,13,6,13,28,14,26,29,14,14,22,13,15,16,22,18,20,7,5,23,12,21,3,26,12,19,18,29,26,30,24,23,8,16
15,Memphis Grizzlies,2015,82,42,40,0.512,48.4,99.1,36.8,83.6,44.0,6.1,18.5,33.1,19.3,24.7,78.3,11.2,30.5,41.6,20.7,13.3,8.8,4.3,5.7,21.7,21.1,-2.2,56.2,1.56,16.0,107.1,70.9,47.7,-2.4,104.7,29.8,93.95,48.3,"7,763",49.5,14.0,52.4,16,17,19,11,21,20,13,24,6,23,17,23,29,27,27,23,16,24,26,22,23,28,26,29,5,8,9,8,30,28,24,25,6,21,3,5,9,20
16,Houston Rockets,2015,82,41,41,0.5,48.4,106.5,37.7,83.5,45.2,10.7,30.9,34.7,20.4,29.4,69.4,11.3,31.7,43.1,22.2,15.9,10.0,5.2,4.9,21.8,22.5,0.2,58.9,1.39,16.4,107.3,69.2,51.6,0.0,107.3,29.7,98.42,49.0,"8,139",49.2,16.1,55.3,17,13,7,10,15,15,26,19,7,29,23,4,7,6,7,19,17,4,19,23,14,3,2,19,3,1,27,7,27,20,16,5,1,13,18,3,2,15
17,Washington Wizards,2015,82,41,41,0.5,48.2,104.1,39.5,85.8,46.0,8.6,24.2,35.8,16.5,22.5,73.0,9.1,32.8,41.8,24.5,14.5,8.6,3.9,4.3,20.8,20.1,-0.5,61.9,1.69,18.1,105.1,73.7,51.1,-0.5,104.5,25.0,99.16,49.7,"8,163",49.0,14.5,54.4,18,14,21,17,17,3,8,4,25,6,24,16,9,15,5,14,18,9,5,10,10,14,14,11,24,20,25,27,22,26,4,15,8,27,25,10,16,17
18,Utah Jazz,2015,82,40,42,0.488,48.7,97.7,36.1,80.4,44.9,8.5,23.9,35.5,17.1,23.0,74.4,10.7,32.5,43.2,19.0,14.9,7.7,5.2,4.7,20.2,19.9,1.8,52.6,1.27,15.1,103.2,73.1,50.1,1.8,105.0,30.3,91.66,50.8,"7,625",51.7,16.1,54.0,19,12,16,24,10,27,29,27,4,10,5,5,15,16,30,12,19,28,29,30,18,16,15,12,20,16,24,10,23,18,28,11,16,14,19,19,17,10
19,Orlando Magic,2015,82,35,47,0.427,48.5,102.1,39.5,86.8,45.5,7.8,22.2,35.0,15.2,20.1,75.7,10.3,33.0,43.3,23.6,14.1,8.2,5.1,5.5,20.7,18.3,-1.6,59.6,1.67,17.6,106.0,72.6,50.0,-1.6,104.4,27.1,96.68,48.8,"8,018",49.5,14.4,53.3,20,11,22,14,19,11,10,5,20,13,18,17,16,20,14,20,20,18,6,4,12,22,22,16,30,29,17,18,21,17,7,17,12,15,9,12,30,19
20,Denver Nuggets,2015,82,33,49,0.402,48.4,101.9,37.7,85.4,44.2,8.0,23.7,33.8,18.5,24.1,76.6,11.5,33.1,44.6,22.7,14.7,7.4,4.8,6.3,21.0,20.9,-3.1,60.1,1.55,16.9,108.2,73.2,48.9,-3.3,104.9,30.4,96.34,47.9,"7,963",51.3,15.1,53.1,21,8,17,6,23,9,15,15,3,9,7,12,23,22,17,25,21,20,20,12,21,19,18,25,9,10,14,5,19,8,14,13,21,17,1,8,11,23
21,Milwaukee Bucks,2015,82,33,49,0.402,48.4,99.0,38.4,82.2,46.7,5.4,15.6,34.5,17.0,22.7,74.7,10.5,31.2,41.7,23.1,15.2,8.2,5.8,5.6,20.7,19.5,-4.2,60.3,1.52,17.6,107.8,68.9,49.9,-4.5,103.4,28.6,95.05,48.3,"7,858",49.0,15.9,53.7,22,9,26,8,26,8,17,6,13,30,25,7,17,17,23,24,22,25,14,26,5,30,30,22,21,18,22,14,29,27,9,7,13,7,5,13,23,26
22,Sacramento Kings,2015,82,33,49,0.402,48.3,106.6,40.0,86.4,46.4,8.0,22.4,35.9,18.5,25.5,72.5,10.6,33.7,44.2,24.5,16.2,8.9,4.5,5.3,20.4,22.0,-2.5,61.2,1.52,17.6,107.6,71.7,51.0,-2.3,105.3,28.1,100.66,49.4,"8,302",50.0,16.0,54.6,23,10,15,9,20,6,18,7,14,18,14,6,10,11,1,17,23,3,4,7,7,20,21,10,10,6,26,13,14,12,5,3,5,20,12,16,4,21
23,New York Knicks,2015,82,32,50,0.39,48.3,98.4,36.9,84.0,43.9,7.4,21.5,34.6,17.2,21.4,80.5,10.4,34.0,44.4,20.5,13.4,5.7,5.7,4.2,19.7,18.5,-2.7,55.7,1.53,16.0,106.7,71.8,48.3,-2.8,103.9,28.0,94.12,48.7,"7,763",50.2,14.2,52.7,24,7,24,13,22,23,16,25,16,17,13,20,28,23,26,21,24,27,25,20,27,24,23,20,17,25,1,16,7,10,26,23,30,9,26,21,27,22
24,New Orleans Pelicans,2015,82,30,52,0.366,48.2,102.7,38.5,85.9,44.8,8.6,23.8,36.0,17.3,22.2,77.6,9.5,33.1,42.6,22.2,13.4,7.7,4.2,5.2,20.9,19.9,-3.8,57.7,1.65,16.8,108.4,74.8,49.8,-3.7,104.8,25.2,97.64,47.2,"8,041",49.3,13.7,53.7,25,6,18,5,25,19,11,16,24,3,22,27,18,18,8,26,25,14,12,9,19,15,16,9,16,22,13,23,20,22,17,24,17,23,14,9,18,25
25,Minnesota Timberwolves,2015,82,29,53,0.354,48.5,102.4,37.7,81.3,46.4,5.5,16.4,33.8,21.4,27.0,79.2,10.0,31.5,41.6,23.4,15.0,8.0,4.6,5.2,20.7,21.6,-3.5,61.9,1.56,17.6,109.0,70.2,49.8,-3.5,105.4,27.9,96.2,49.7,"7,965",49.4,15.5,54.9,26,5,13,3,24,4,14,8,17,25,20,8,19,9,19,15,26,15,21,29,8,29,29,26,1,2,4,21,28,29,8,9,14,19,15,14,6,24
26,Phoenix Suns,2015,82,23,59,0.28,48.1,100.9,37.2,85.6,43.5,9.0,25.8,34.8,17.5,23.2,75.1,11.5,33.3,44.8,20.7,17.2,7.7,3.8,5.5,22.7,21.6,-6.7,55.8,1.21,15.4,107.9,73.3,48.7,-6.5,101.5,29.7,99.39,45.0,"8,152",50.8,17.3,52.6,27,4,28,7,27,22,30,26,8,8,10,1,26,26,4,28,27,22,23,11,28,11,12,18,13,13,20,6,17,7,25,1,18,28,10,1,7,27
27,Brooklyn Nets,2015,82,21,61,0.256,48.2,98.6,38.2,84.4,45.3,6.5,18.4,35.2,15.7,20.7,75.7,10.5,31.9,42.4,22.3,14.8,7.6,4.0,5.2,18.0,18.4,-7.4,58.3,1.51,17.0,109.7,71.6,49.2,-7.4,102.4,27.9,96.12,46.0,"7,903",49.4,15.3,52.7,28,3,27,2,28,18,19,14,18,19,21,9,21,24,20,27,28,26,17,17,13,26,27,13,27,27,18,15,25,23,15,12,19,25,16,29,28,28
28,Los Angeles Lakers,2015,82,17,65,0.207,48.1,97.3,35.1,84.8,41.4,7.8,24.6,31.7,19.3,24.7,78.1,10.7,32.3,43.0,18.0,13.7,7.2,4.1,5.6,20.3,19.2,-9.6,51.3,1.31,14.1,110.3,71.2,46.0,-9.7,100.7,27.1,96.55,42.4,"7,930",48.4,14.2,50.9,29,2,29,1,29,28,27,30,21,22,27,21,30,30,16,30,29,30,30,14,30,23,13,30,6,9,11,11,24,21,30,20,23,24,6,18,24,29
29,Philadelphia 76ers,2015,82,10,72,0.122,48.3,97.4,36.2,84.0,43.1,9.3,27.5,33.9,15.7,22.6,69.4,9.5,31.8,41.2,21.5,16.4,8.3,6.0,5.7,21.7,19.2,-10.2,59.4,1.31,16.3,108.6,69.3,48.7,-10.2,98.4,25.0,98.44,42.8,"8,119",46.6,16.5,51.9,30,1,30,4,30,12,28,21,26,28,30,2,27,29,6,29,30,29,28,21,29,9,8,24,28,19,28,24,26,30,20,2,11,3,4,6,25,30
