TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Brooklyn Nets,2021,82,44,38,0.537,48.2,112.9,42.0,88.4,47.5,11.5,31.7,36.1,17.5,21.7,80.5,10.3,34.1,44.4,25.3,14.1,7.1,5.5,4.9,20.4,19.7,0.8,60.2,1.8,18.3,112.3,70.4,54.0,0.9,113.2,28.1,99.4,51.2,"8,177",49.9,14.1,57.6
Cleveland Cavaliers,2021,82,44,38,0.537,48.1,107.8,39.7,84.6,46.9,11.6,32.8,35.5,16.8,22.1,76.0,10.2,34.0,44.2,25.2,14.4,7.1,4.2,4.6,17.5,20.0,2.1,63.4,1.75,18.7,108.9,72.4,53.8,2.1,111.0,27.7,96.83,51.7,"7,964",50.6,14.8,57.1
Atlanta Hawks,2021,82,43,39,0.524,48.1,113.9,41.5,88.3,47.0,12.9,34.4,37.4,18.1,22.3,81.2,10.0,33.9,44.0,24.6,11.9,7.2,4.2,4.5,18.7,20.3,1.6,59.3,2.08,18.1,113.7,73.1,54.3,1.6,115.4,26.9,98.67,50.9,"8,099",50.1,12.0,58.1
Charlotte Hornets,2021,82,43,39,0.524,48.5,115.3,42.8,91.4,46.8,13.9,38.2,36.5,15.8,21.4,74.0,10.8,33.7,44.6,28.1,13.3,8.6,4.9,4.6,19.9,19.6,0.4,65.6,2.12,19.6,113.1,70.6,54.4,0.5,113.6,27.0,100.52,50.4,"8,322",48.6,13.1,57.2
LA Clippers,2021,82,42,40,0.512,48.2,108.4,40.1,87.4,45.8,12.8,34.2,37.4,15.5,19.6,79.3,9.1,34.9,44.0,24.0,13.7,7.4,5.0,4.1,18.6,18.5,0.0,59.9,1.75,17.7,109.5,70.6,53.1,0.0,109.5,25.4,98.51,50.2,"8,121",48.6,13.9,56.4
New York Knicks,2021,82,37,45,0.451,48.2,106.5,37.7,86.2,43.7,13.2,36.9,35.7,18.0,24.1,74.4,11.5,34.6,46.1,21.9,13.3,7.0,4.9,4.6,20.4,20.4,-0.1,58.1,1.65,16.4,110.2,74.0,51.3,-0.4,109.7,29.1,96.42,49.1,"7,958",51.2,13.7,55.0
New Orleans Pelicans,2021,82,36,46,0.439,48.2,109.3,40.2,88.0,45.7,10.6,32.1,33.2,18.3,23.2,78.9,12.0,33.2,45.2,25.0,14.1,8.3,4.0,4.8,19.7,20.5,-1.0,62.1,1.78,18.1,112.0,74.2,51.7,-0.8,111.2,30.6,98.02,50.0,"8,060",51.8,14.3,55.7
Washington Wizards,2021,82,35,47,0.427,48.4,108.6,40.6,86.0,47.2,10.5,30.6,34.2,17.0,21.7,78.3,9.0,34.1,43.1,25.0,13.1,6.4,5.0,4.2,18.8,19.9,-3.4,61.7,1.91,18.5,113.6,73.1,53.2,-3.4,110.2,24.7,97.8,49.6,"8,079",49.4,13.3,56.8
San Antonio Spurs,2021,82,34,48,0.415,48.3,113.2,43.2,92.7,46.7,11.3,32.0,35.2,15.4,20.4,75.4,11.0,34.3,45.3,27.9,12.7,7.6,4.9,4.9,18.1,18.9,0.1,64.6,2.19,19.5,111.7,71.1,52.7,0.2,111.9,28.1,100.51,51.0,"8,290",49.4,12.6,55.6
Los Angeles Lakers,2021,82,33,49,0.402,48.7,112.1,41.6,88.8,46.9,12.0,34.5,34.7,16.8,23.0,73.2,9.5,34.5,44.0,24.0,14.5,7.6,5.2,4.1,20.2,20.1,-3.0,57.6,1.65,17.3,112.8,72.0,53.7,-2.9,110.0,25.6,100.47,48.2,"8,360",49.0,14.2,56.7
Sacramento Kings,2021,82,30,52,0.366,48.3,110.3,40.5,88.1,46.0,11.4,33.2,34.4,17.9,23.3,76.8,9.6,33.4,42.9,23.7,14.1,7.2,4.5,4.8,18.9,20.3,-5.5,58.5,1.68,17.3,114.8,71.4,52.5,-5.2,109.6,25.9,100.1,47.3,"8,252",48.4,14.0,56.1
Portland Trail Blazers,2021,82,27,55,0.329,48.1,106.2,38.5,87.1,44.2,12.7,36.8,34.6,16.4,21.6,76.0,10.4,32.5,42.9,22.9,14.5,8.0,4.5,5.0,21.1,19.4,-8.9,59.5,1.58,17.0,116.3,72.1,51.5,-9.1,107.3,26.8,98.74,44.7,"8,120",48.7,14.6,55.0
Indiana Pacers,2021,82,25,57,0.305,48.5,111.5,41.4,89.5,46.3,12.2,35.4,34.4,16.4,21.4,76.8,11.3,32.6,43.9,25.4,14.4,7.1,5.6,4.9,20.4,19.2,-3.5,61.2,1.76,18.1,115.5,72.5,53.1,-3.6,111.9,31.0,98.55,47.8,"8,166",51.2,14.5,56.4
Oklahoma City Thunder,2021,82,24,58,0.293,48.3,103.7,38.3,89.1,43.0,12.1,37.4,32.3,15.0,19.9,75.6,10.4,35.2,45.6,22.2,14.0,7.6,4.6,6.0,18.3,17.8,-8.1,58.0,1.59,16.4,111.7,72.7,49.7,-8.0,103.8,25.6,99.39,45.1,"8,198",48.7,14.0,53.0
Detroit Pistons,2021,82,23,59,0.28,48.2,104.8,38.2,88.6,43.1,11.3,34.6,32.6,17.2,22.0,78.2,11.0,32.0,43.0,23.5,14.2,7.7,4.8,5.2,21.9,19.8,-7.7,61.5,1.65,17.1,113.3,70.7,49.4,-7.7,105.6,27.6,98.81,45.0,"8,141",48.1,14.3,53.3
Orlando Magic,2021,82,22,60,0.268,48.2,104.2,38.3,88.3,43.4,12.2,36.9,33.1,15.5,19.7,78.7,9.1,35.2,44.3,23.7,14.5,6.8,4.5,5.2,19.7,18.3,-8.0,62.0,1.64,17.4,112.1,73.5,50.3,-8.1,103.9,24.9,99.71,45.8,"8,223",49.0,14.4,53.8
Houston Rockets,2021,82,20,62,0.244,48.2,109.7,39.4,86.4,45.6,13.5,38.7,34.9,17.5,24.5,71.3,9.6,32.4,42.0,23.6,16.5,7.3,4.7,5.8,20.6,22.1,-8.5,59.8,1.43,17.1,116.4,71.0,53.4,-8.3,108.1,26.5,101.16,45.1,"8,323",48.5,16.2,56.5
