TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%
Milwaukee Bucks,2003,82,41,41,0.5,48.2,98.0,36.2,81.1,44.7,4.9,14.0,35.0,20.7,26.7,77.5,11.7,30.5,42.2,22.8,13.5,6.8,4.7,5.0,20.3,0.0,1.1,63.0,1.69,17.5,103.5,69.0,47.7,1.1,104.6,30.8,93.2,51.0,"7,682",49.9,14.4,52.8
New Orleans Hornets,2003,82,41,41,0.5,48.4,91.8,33.8,80.5,42.0,6.5,20.3,31.9,17.7,23.6,75.1,13.3,29.5,42.8,20.9,15.0,8.6,4.2,5.2,20.9,0.1,-0.1,61.9,1.4,16.4,100.6,68.1,46.0,0.1,100.7,33.2,90.59,49.1,"7,476",50.2,16.4,50.5
Portland Trail Blazers,2003,82,41,41,0.5,48.7,90.7,35.3,78.9,44.8,4.6,13.4,34.6,15.4,21.1,73.1,12.7,29.0,41.7,21.6,14.8,7.5,5.4,4.8,19.0,0.0,-1.3,61.0,1.46,17.2,103.5,67.0,47.8,-1.5,102.1,34.4,87.54,48.8,"7,289",50.7,16.6,51.5
New York Knicks,2003,82,39,43,0.476,48.5,92.0,35.1,79.4,44.2,5.0,13.6,36.4,16.8,21.1,79.3,11.6,31.0,42.6,20.7,15.7,7.4,4.8,4.7,23.1,0.0,-1.5,58.8,1.31,16.4,101.3,70.1,47.4,-1.6,99.7,30.7,91.29,48.8,"7,563",50.8,17.0,51.8
Golden State Warriors,2003,82,37,45,0.451,48.4,93.3,35.1,79.4,44.2,5.2,15.6,33.4,17.9,24.7,72.5,12.2,30.9,43.1,20.5,14.8,7.0,4.7,5.1,20.6,0.0,-0.7,58.5,1.39,16.2,102.6,69.4,47.5,-1.1,101.5,31.2,90.95,49.1,"7,535",50.3,16.1,51.7
Seattle SuperSonics,2003,82,37,45,0.451,48.3,97.1,35.8,80.4,44.6,8.8,23.6,37.3,16.6,21.7,76.5,11.1,28.3,39.3,21.7,14.5,8.1,4.7,4.7,21.8,0.1,-0.6,60.6,1.5,17.1,106.4,65.5,50.1,-0.8,105.6,30.2,91.34,49.1,"7,542",47.9,15.8,54.0
Boston Celtics,2003,82,36,46,0.439,48.1,95.3,34.7,78.2,44.3,6.7,19.5,34.6,19.2,25.5,75.0,10.4,29.8,40.1,20.5,16.2,9.4,4.0,5.0,22.4,0.0,-1.5,59.2,1.26,16.1,102.2,65.8,48.6,-1.5,100.7,27.9,94.47,49.0,"7,757",47.3,17.2,53.2
Cleveland Cavaliers,2003,82,35,47,0.427,48.4,92.9,35.6,82.4,43.3,3.0,9.6,31.4,18.6,24.8,75.3,13.6,31.9,45.6,22.0,14.8,7.1,6.5,5.3,21.3,0.0,-2.6,61.9,1.49,16.9,103.1,68.8,45.1,-2.6,100.6,34.0,91.71,49.1,"7,577",51.4,16.0,49.8
Philadelphia 76ers,2003,82,33,49,0.402,48.4,88.0,32.7,76.3,42.8,4.1,12.1,34.2,18.4,24.5,75.3,11.5,29.4,40.8,20.0,15.9,8.0,4.4,5.6,20.7,0.0,-2.5,61.1,1.25,16.1,100.4,68.1,45.6,-2.6,97.8,31.3,89.26,48.4,"7,379",49.8,17.7,50.5
Toronto Raptors,2003,82,33,49,0.402,48.7,85.4,32.4,77.4,41.8,5.6,15.8,35.6,15.1,20.1,75.0,10.1,29.5,39.6,19.2,14.2,7.4,4.9,4.1,21.3,0.0,-3.0,59.3,1.35,15.9,98.8,67.3,45.4,-3.4,95.3,27.0,88.24,47.6,"7,348",47.1,15.9,49.5
Phoenix Suns,2003,82,29,53,0.354,48.1,94.2,36.1,81.4,44.3,5.1,14.7,34.5,17.0,22.7,74.6,11.3,29.3,40.6,19.3,15.2,9.0,4.7,5.3,22.7,0.0,-3.7,53.6,1.27,15.3,104.2,66.1,47.5,-3.8,100.3,29.7,93.72,46.6,"7,699",47.9,16.2,51.5
Atlanta Hawks,2003,82,28,54,0.341,48.5,92.8,34.5,79.6,43.3,5.1,15.2,33.5,18.7,24.1,77.6,12.1,30.6,42.7,20.1,16.5,7.6,5.0,5.1,22.3,0.0,-4.6,58.3,1.22,15.7,103.9,68.6,46.5,-4.8,99.1,30.8,92.68,46.6,"7,680",50.0,17.6,51.4
Los Angeles Clippers,2003,82,28,54,0.341,48.3,94.8,34.4,80.2,42.8,4.0,12.5,32.1,22.0,28.1,78.5,14.0,29.5,43.5,20.2,16.4,7.2,4.6,5.3,22.1,0.0,-4.6,58.7,1.23,15.5,106.6,67.7,45.3,-4.7,101.9,36.2,92.49,46.4,"7,624",51.7,17.6,51.2
Washington Wizards,2003,82,25,57,0.305,48.4,91.8,33.6,80.0,42.1,5.3,15.5,34.2,19.3,27.0,71.4,13.6,29.2,42.8,18.7,17.5,8.9,5.0,5.5,20.9,0.0,-5.6,55.7,1.07,14.5,102.9,66.7,45.4,-5.7,97.2,33.3,93.9,44.1,"7,751",49.6,18.6,50.0
Chicago Bulls,2003,82,23,59,0.28,48.4,89.7,34.1,82.4,41.4,5.2,15.3,34.2,16.2,22.4,72.5,12.8,30.7,43.5,21.9,16.1,8.0,4.8,5.4,23.3,0.0,-6.4,64.1,1.36,16.7,102.1,67.9,44.6,-6.5,95.6,31.1,93.23,44.6,"7,694",49.1,17.2,48.6
Orlando Magic,2003,82,21,61,0.256,48.4,94.0,35.4,82.5,42.9,5.2,15.2,34.4,18.0,24.4,73.7,12.2,28.7,40.9,19.3,13.7,6.7,3.8,5.5,21.3,0.0,-7.0,54.5,1.41,15.2,108.8,65.7,46.1,-7.4,101.4,31.5,92.14,43.4,"7,608",48.1,14.8,50.4
