,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
15,Milwaukee Bucks,2002,82,42,40,0.512,48.5,99.5,37.1,81.3,45.7,7.1,18.6,38.3,18.1,23.3,77.6,10.7,28.9,39.5,22.2,12.7,7.6,4.2,4.1,22.2,0.1,0.2,59.9,1.75,17.4,106.9,66.6,50.0,0.3,107.2,28.7,91.76,49.5,"7,607",47.7,13.7,54.3,16,13,2,2,15,15,3,9,26,27,28,28,1,2,19,17,16,5,7,13,6,4,5,1,16,21,7,27,27,28,10,28,18,22,26,9,12,15
16,Orlando Magic,2002,82,42,40,0.512,48.3,98.5,35.9,82.5,43.6,6.9,19.4,35.7,19.7,25.4,77.7,11.7,29.2,40.9,20.4,14.4,8.5,3.7,5.0,23.0,0.1,0.1,56.9,1.42,15.8,103.7,68.0,47.8,0.0,103.7,30.0,94.33,48.2,"7,788",48.5,15.1,52.6,17,14,10,10,16,23,18,22,22,19,24,22,11,11,5,20,17,6,13,7,22,5,3,9,7,9,6,17,21,23,21,19,9,26,14,3,13,16
17,Seattle SuperSonics,2002,82,40,42,0.488,48.4,92.1,35.2,80.5,43.7,5.6,15.7,35.3,16.2,21.7,74.4,11.7,29.1,40.8,21.6,13.2,8.3,3.6,5.0,20.9,0.1,-0.1,61.5,1.64,17.2,102.6,68.8,47.2,-0.2,102.4,31.4,89.17,50.2,"7,379",49.7,14.7,51.2,18,12,18,12,17,11,5,11,15,15,17,26,16,23,27,14,18,23,19,17,20,10,9,12,26,27,21,18,23,24,15,27,10,27,15,22,14,17
18,Golden State Warriors,2002,82,38,44,0.463,48.2,102.4,37.3,84.6,44.1,5.2,15.1,34.4,22.6,29.0,77.8,15.7,31.0,46.7,20.9,15.8,7.2,6.2,6.0,21.8,0.0,-1.1,55.9,1.32,15.4,107.7,66.3,47.2,-1.3,106.4,37.1,95.88,49.2,"7,897",51.8,16.4,52.6,19,11,3,1,20,26,21,25,1,28,4,10,17,12,2,18,19,2,5,3,16,13,13,17,1,1,5,1,9,1,18,7,24,3,4,13,26,20
19,New York Knicks,2002,82,37,45,0.451,48.4,95.9,36.2,82.0,44.1,7.4,19.3,38.3,16.1,19.8,81.5,10.3,29.0,39.2,22.0,14.0,7.1,3.1,3.8,23.0,0.1,-1.4,60.7,1.57,17.2,104.6,68.9,48.6,-1.3,103.3,28.0,92.06,47.4,"7,611",48.0,15.1,52.8,20,9,11,7,21,12,8,12,27,14,26,23,10,9,17,23,20,11,12,10,17,3,4,2,27,29,2,29,26,29,12,23,26,29,29,4,15,21
20,Washington Wizards,2002,82,37,45,0.451,48.4,91.5,34.3,78.0,44.0,3.1,9.9,31.2,19.7,25.3,77.9,11.2,29.2,40.4,19.7,13.4,7.6,4.8,4.4,20.0,0.0,-1.0,57.2,1.47,15.9,102.6,68.6,46.0,-1.1,101.5,30.5,89.46,49.8,"7,390",49.6,14.8,51.3,21,10,21,13,19,22,15,21,20,17,19,25,25,22,26,16,21,24,25,26,19,26,26,27,8,10,4,23,22,27,24,26,19,19,23,27,27,19
21,Atlanta Hawks,2002,82,35,47,0.427,48.5,94.1,34.9,78.5,44.4,4.9,13.9,35.2,19.4,24.5,79.3,11.4,31.2,42.6,20.5,16.7,7.5,5.8,5.0,21.7,0.1,-3.6,58.7,1.23,16.0,104.2,68.1,47.6,-3.8,100.4,30.0,92.63,48.3,"7,683",49.9,17.8,52.7,22,8,23,8,23,18,26,19,23,18,16,4,12,10,14,19,22,18,20,25,12,16,18,13,10,14,3,22,6,12,20,5,20,6,16,15,16,23
22,Chicago Bulls,2002,82,30,52,0.366,48.6,95.0,36.5,81.9,44.5,4.3,12.2,35.0,17.7,24.6,72.2,12.0,31.0,43.0,21.7,16.9,7.4,5.6,5.0,24.7,0.1,-5.1,59.6,1.28,16.5,104.2,67.2,47.1,-5.1,99.1,30.7,94.76,45.7,"7,857",49.2,17.7,51.2,23,7,26,9,25,16,23,15,18,26,22,5,18,24,4,25,23,16,9,11,11,21,23,14,20,13,27,15,10,9,13,3,21,11,17,2,17,26
23,Memphis Grizzlies,2002,82,28,54,0.341,48.6,97.5,37.2,82.2,45.2,5.7,15.6,36.5,17.4,23.6,73.9,11.5,30.1,41.6,23.1,15.4,7.9,6.1,5.2,20.5,0.0,-3.2,62.1,1.5,17.5,105.9,65.9,48.7,-3.5,102.3,30.1,94.03,48.2,"7,813",48.2,16.2,52.6,24,6,19,3,22,8,11,7,21,29,25,11,7,13,6,21,24,8,6,9,8,9,10,7,22,18,24,21,15,18,6,10,14,4,11,24,28,22
24,Los Angeles Clippers,2002,82,27,55,0.329,48.2,93.8,34.6,79.1,43.7,4.8,14.4,33.1,19.9,26.5,75.0,12.3,30.0,42.3,19.6,15.7,7.0,5.6,5.1,21.8,0.0,-4.1,56.6,1.24,15.4,105.1,67.3,46.7,-4.0,101.1,31.6,92.68,47.0,"7,613",49.6,17.0,51.6,25,5,22,5,24,24,25,26,14,24,20,8,22,19,13,24,25,21,24,23,21,18,15,23,6,7,16,11,16,15,25,8,27,12,13,14,29,24
25,Miami Heat,2002,82,25,57,0.305,48.4,85.6,32.8,79.5,41.2,4.2,13.4,31.6,15.8,20.6,76.5,11.6,30.0,41.6,18.3,14.2,7.2,4.0,5.3,22.6,0.1,-5.0,55.8,1.29,15.0,101.2,70.9,43.9,-5.8,95.4,30.6,88.93,45.6,"7,353",50.1,15.9,48.3,26,4,27,17,26,27,22,28,19,1,14,13,28,28,28,26,26,28,28,20,28,23,20,26,28,28,14,19,17,19,29,21,25,23,7,7,18,25
26,Toronto Raptors,2002,82,24,58,0.293,48.3,90.9,34.7,81.3,42.7,5.0,14.5,34.3,16.5,22.9,71.8,12.5,28.7,41.2,19.3,14.4,7.4,4.8,5.0,21.5,0.1,-5.9,55.6,1.34,15.3,105.6,67.8,45.8,-6.3,99.3,31.8,91.01,44.7,"7,507",49.1,15.7,49.7,27,3,25,4,27,28,20,27,12,21,23,18,26,26,21,27,27,27,22,14,25,14,14,19,25,22,28,10,29,21,26,20,22,20,18,18,19,27
27,Cleveland Cavaliers,2002,82,17,65,0.207,48.4,91.4,34.8,82.3,42.2,3.6,10.9,32.7,18.3,24.5,74.7,13.6,31.0,44.6,20.9,18.3,7.8,6.4,6.0,22.7,0.1,-9.6,60.1,1.14,15.7,105.1,69.7,44.4,-9.9,95.2,33.8,95.32,43.1,"7,870",51.3,19.1,49.1,28,1,28,6,29,13,29,23,6,7,6,2,27,27,3,28,28,26,21,8,26,25,24,25,14,15,17,2,11,2,19,2,16,2,5,6,20,29
28,Denver Nuggets,2002,82,17,65,0.207,48.1,84.2,32.8,79.8,41.1,2.8,10.0,27.8,15.8,22.6,69.9,13.6,28.8,42.4,21.2,18.5,8.7,5.1,6.6,25.1,0.1,-8.3,64.6,1.15,16.3,100.1,69.7,42.8,-8.9,91.2,34.5,92.11,42.5,"7,568",51.1,20.0,46.9,29,2,29,23,28,5,28,16,4,8,7,1,29,29,16,29,29,29,29,19,29,28,25,29,29,23,29,3,28,14,16,1,6,16,1,1,21,28
