,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Miami Heat,2006,82,44,38,0.537,48.4,94.6,35.6,76.7,46.4,6.4,18.8,34.3,17.0,24.6,69.0,10.0,30.8,40.8,20.5,14.6,6.9,5.4,3.8,21.3,21.8,-0.9,57.6,1.4,16.6,104.6,69.3,50.6,-1.2,103.4,27.9,90.61,50.8,"7,503",49.3,16.0,54.1,11,20,24,20,17,16,19,15,26,17,20,17,6,15,26,12,11,28,21,29,10,11,8,27,30,20,30,24,7,14,18,20,21,6,28,23,19,17
11,Golden State Warriors,2006,82,42,40,0.512,48.2,106.5,39.8,86.0,46.3,8.5,24.0,35.6,18.5,25.8,71.7,11.5,29.9,41.4,23.8,16.0,9.1,5.7,4.9,23.6,22.3,-0.3,59.8,1.49,17.3,106.5,66.2,51.2,-0.3,106.2,28.5,99.97,48.9,"8,228",47.2,15.9,54.8,12,18,9,10,13,12,8,8,24,29,30,18,3,9,1,16,12,2,2,1,12,3,2,13,21,17,26,11,17,10,4,8,1,3,12,5,13,13
12,Los Angeles Lakers,2006,82,42,40,0.512,48.9,103.3,37.8,81.3,46.6,7.4,21.0,35.3,20.2,27.1,74.7,10.8,30.4,41.2,22.6,15.5,7.3,5.1,5.0,23.0,23.4,-0.1,59.6,1.45,17.1,107.5,69.0,51.1,-0.2,107.3,30.0,94.58,49.9,"7,898",49.6,16.1,55.4,13,19,7,6,12,13,12,10,19,19,17,15,4,5,7,14,13,5,5,8,6,4,4,16,11,9,18,20,12,11,6,12,10,10,9,11,7,12
13,New Jersey Nets,2006,82,41,41,0.5,48.5,97.6,35.5,77.8,45.7,7.4,20.4,36.3,19.1,26.3,72.7,10.0,30.8,40.8,23.9,14.8,6.1,3.3,4.5,22.8,23.0,-0.8,67.4,1.62,18.5,105.1,71.4,50.4,-0.9,104.2,27.5,92.69,49.9,"7,682",49.6,15.8,54.6,14,16,18,19,16,1,4,3,27,7,18,19,8,10,16,15,14,15,22,24,17,5,5,9,15,12,25,25,8,15,3,19,30,27,18,12,10,16
14,Washington Wizards,2006,82,41,41,0.5,48.4,104.3,37.4,83.2,45.0,6.8,19.7,34.8,22.6,29.6,76.5,12.2,29.0,41.2,20.2,13.8,7.7,4.6,4.6,22.2,23.5,-0.5,54.1,1.47,15.5,109.1,67.8,49.1,-0.4,108.7,31.2,95.33,48.5,"7,870",48.9,14.4,54.2,15,17,3,3,14,26,10,25,12,25,23,28,18,14,5,19,15,4,7,3,21,7,6,20,2,4,11,6,23,12,23,28,6,17,15,16,6,14
15,Los Angeles Clippers,2006,82,40,42,0.488,48.1,95.6,35.1,77.0,45.6,3.8,11.0,34.8,21.6,27.4,78.8,10.8,30.3,41.1,21.5,15.1,7.3,5.8,3.9,22.7,22.3,-0.5,61.2,1.42,17.0,104.2,71.2,48.1,-0.4,103.8,30.7,91.92,50.9,"7,554",51.3,16.4,53.7,16,14,21,23,15,6,17,13,16,9,8,14,24,19,18,11,16,23,25,28,19,29,29,21,6,8,6,21,13,13,14,15,11,2,25,13,14,15
16,Orlando Magic,2006,82,40,42,0.488,48.2,94.8,35.1,74.3,47.2,4.2,11.7,35.6,20.5,29.2,70.2,11.2,29.5,40.7,18.6,17.0,6.9,5.1,4.6,23.2,23.4,0.8,53.0,1.1,15.1,103.3,69.7,50.0,0.8,104.1,33.3,90.54,50.2,"7,465",51.9,18.6,54.4,17,15,19,24,11,27,29,27,3,14,4,1,13,12,27,13,17,27,26,30,4,27,28,14,8,6,28,16,19,17,29,2,22,11,16,10,8,11
17,New Orleans/Oklahoma City Hornets,2006,82,39,43,0.476,48.5,95.5,36.2,81.4,44.5,5.5,15.3,36.2,17.5,23.7,74.0,12.5,30.6,43.1,18.7,14.5,6.4,4.2,4.8,19.8,21.1,-1.6,51.7,1.29,14.9,105.4,71.9,47.9,-1.6,103.7,31.8,91.19,48.5,"7,551",51.4,15.7,52.0,18,13,23,17,18,30,23,29,11,5,7,21,27,30,23,20,18,25,16,6,27,23,22,10,28,25,21,4,11,6,27,23,29,21,14,29,25,18
18,Indiana Pacers,2006,82,35,47,0.427,48.2,95.6,35.0,80.0,43.8,5.9,16.9,34.6,19.7,25.9,76.0,12.1,29.8,41.8,20.5,16.3,7.3,5.5,5.0,23.3,23.7,-2.4,58.5,1.26,15.9,104.4,69.4,47.4,-2.5,101.9,32.1,93.43,48.5,"7,697",50.3,17.3,52.3,19,11,30,22,20,15,24,21,8,16,12,4,29,27,10,21,19,24,27,12,30,18,16,22,14,16,15,7,18,9,19,6,12,4,10,9,5,20
19,Philadelphia 76ers,2006,82,35,47,0.427,48.5,94.9,35.8,78.1,45.8,3.5,10.0,34.5,20.0,26.0,76.7,11.0,28.7,39.7,20.4,15.3,7.2,4.8,3.9,20.4,22.0,-3.0,56.9,1.33,16.1,105.6,67.8,48.0,-3.2,102.4,30.6,91.84,48.9,"7,606",49.3,16.5,53.0,20,12,25,15,23,19,22,19,17,26,21,12,25,23,20,17,20,26,20,22,15,30,30,25,13,14,9,19,25,24,21,14,14,15,26,27,17,23
20,Charlotte Bobcats,2006,82,33,49,0.402,48.8,96.9,36.1,81.0,44.6,5.6,15.6,35.7,19.1,26.0,73.4,11.2,28.6,39.8,22.4,14.9,7.8,4.5,5.3,24.2,21.8,-3.7,62.0,1.5,17.1,106.3,68.2,48.0,-3.9,102.4,29.9,93.11,47.1,"7,758",48.5,15.8,52.4,21,8,26,12,25,4,7,11,20,21,25,20,26,26,12,24,21,18,17,10,25,21,20,12,16,15,23,17,26,23,8,18,5,19,5,2,20,25
21,New York Knicks,2006,82,33,49,0.402,48.8,97.5,35.4,77.5,45.7,5.8,16.7,34.6,20.9,29.2,71.5,12.6,30.7,43.3,18.7,17.1,6.6,3.2,5.0,23.6,22.9,-2.9,52.8,1.09,14.7,107.4,71.4,49.4,-3.1,104.3,33.7,91.89,47.1,"7,661",52.7,18.3,53.9,22,9,17,7,22,28,30,30,2,8,2,2,16,18,19,25,22,16,24,26,18,19,17,23,7,7,27,3,10,5,28,1,27,28,11,6,11,21
22,Sacramento Kings,2006,82,33,49,0.402,48.3,101.3,35.9,79.7,45.0,6.5,18.5,35.0,23.1,30.2,76.5,9.7,29.2,38.9,20.3,14.6,8.2,3.2,4.9,21.9,24.3,-1.8,56.6,1.39,15.8,106.7,69.2,49.1,-1.6,105.1,26.7,95.83,48.5,"7,898",47.7,15.1,54.5,23,10,14,9,19,21,20,23,28,18,29,26,19,11,4,22,23,8,19,14,22,10,9,19,1,1,12,27,20,30,22,21,3,29,13,19,2,19
23,Minnesota Timberwolves,2006,82,32,50,0.39,48.8,96.1,36.5,79.3,46.1,4.7,13.3,35.3,18.3,23.1,79.2,10.0,30.2,40.1,22.5,15.6,6.5,4.0,4.4,21.4,20.5,-3.7,61.7,1.45,17.5,106.5,69.8,49.0,-4.0,102.4,29.2,92.19,48.7,"7,689",50.0,16.6,53.7,24,6,27,11,26,5,13,6,21,13,15,10,20,20,17,18,24,20,14,16,13,25,25,17,23,29,3,26,15,21,7,11,28,24,19,22,27,26
24,Portland Trail Blazers,2006,82,32,50,0.39,48.7,94.1,35.0,78.0,45.0,5.2,15.0,34.6,18.8,24.5,76.9,11.3,28.0,39.3,18.5,15.1,6.8,4.6,4.6,23.5,21.3,-4.3,52.6,1.22,15.0,108.6,69.7,48.3,-4.8,103.8,32.6,89.36,45.9,"7,431",50.7,16.6,53.0,25,7,22,5,28,29,26,28,6,15,10,11,23,24,29,28,25,29,28,23,23,24,24,24,19,21,8,13,29,28,30,16,25,18,17,7,23,27
25,Seattle SuperSonics,2006,82,31,51,0.378,48.4,99.1,37.2,80.8,46.0,6.4,17.7,36.2,18.4,23.3,79.1,11.3,28.3,39.6,20.7,15.5,7.7,3.7,4.2,22.0,19.9,-2.9,55.6,1.34,16.2,108.9,67.6,49.9,-3.0,105.9,31.2,92.92,47.4,"7,674",49.2,16.5,54.4,26,5,11,4,21,23,21,18,13,27,22,13,15,13,13,23,26,12,8,11,14,12,12,11,22,27,4,14,27,25,17,13,7,26,22,18,30,22
26,Atlanta Hawks,2006,82,30,52,0.366,48.5,93.7,34.5,77.7,44.4,4.2,12.7,32.9,20.5,26.9,76.1,11.9,28.2,40.1,19.2,15.9,7.4,5.4,5.1,24.0,22.6,-4.8,55.6,1.2,15.3,107.0,67.6,47.1,-5.1,102.0,32.8,90.98,46.6,"7,533",49.9,17.3,52.3,27,4,29,8,29,24,28,26,4,28,16,5,30,28,24,26,27,30,30,25,28,28,27,30,9,10,13,9,28,22,26,9,9,7,8,3,12,29
27,Milwaukee Bucks,2006,82,28,54,0.341,48.4,99.7,38.1,81.9,46.5,6.4,18.0,35.6,17.1,23.4,73.3,11.5,27.7,39.2,21.6,15.1,7.2,2.7,5.3,22.2,21.0,-4.4,56.7,1.43,16.7,110.3,65.7,50.4,-4.3,106.0,30.6,93.33,45.6,"7,709",47.9,16.1,54.1,28,3,10,2,27,20,15,14,18,30,28,16,9,16,11,30,28,10,4,5,8,13,10,15,29,26,24,12,30,29,13,17,15,30,6,17,26,28
28,Boston Celtics,2006,82,24,58,0.293,48.4,95.8,34.9,78.7,44.3,5.7,15.6,36.7,20.4,26.6,76.7,11.2,29.2,40.4,19.9,16.5,7.2,4.7,5.5,24.0,21.4,-3.4,57.0,1.21,15.6,105.8,70.5,47.9,-3.5,102.3,30.9,92.91,45.9,"7,680",50.2,17.6,53.0,29,2,28,13,24,18,27,24,14,12,14,3,28,25,14,29,29,22,29,19,29,20,21,6,10,11,10,18,21,20,25,4,16,16,1,4,22,24
29,Memphis Grizzlies,2006,82,22,60,0.268,48.7,101.6,36.6,78.6,46.5,6.1,16.6,36.7,22.4,29.4,76.1,10.6,29.0,39.5,20.5,16.4,6.9,5.0,5.5,22.3,24.3,-5.1,56.0,1.25,15.9,110.9,68.2,50.4,-5.2,105.7,29.1,94.77,46.2,"7,883",48.6,17.0,55.5,30,1,13,1,30,22,25,22,22,22,24,6,10,4,6,27,30,6,13,21,9,14,18,7,3,5,14,23,24,27,20,5,23,13,2,15,3,30
