,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
10,Indiana Pacers,2018,82,48,34,0.585,48.1,108.0,41.3,87.0,47.5,9.5,25.4,37.4,15.8,21.1,75.2,9.3,33.7,43.0,26.0,13.7,8.7,4.9,5.2,19.4,20.0,3.3,62.8,1.9,18.9,106.0,72.2,53.0,3.4,109.4,26.9,98.64,52.7,"8,097",49.9,13.9,56.1,11,18,18,28,10,7,6,3,16,21,18,16,10,13,25,7,11,22,16,27,4,29,29,5,27,23,21,26,23,24,9,21,3,19,10,27,24,10
11,LA Clippers,2018,82,48,34,0.585,48.4,115.1,41.3,87.5,47.1,10.0,25.8,38.8,22.6,28.5,79.2,9.7,35.8,45.5,24.0,14.5,6.8,4.7,6.1,23.3,24.0,0.9,58.2,1.65,17.1,110.4,72.2,52.9,1.0,111.4,26.3,102.66,50.5,"8,475",50.0,14.1,57.5,12,19,9,12,13,21,19,20,21,22,17,11,11,5,7,13,12,5,17,24,8,24,28,2,1,1,7,22,8,13,18,9,23,21,1,3,1,13
12,San Antonio Spurs,2018,82,48,34,0.585,48.3,111.7,42.3,88.4,47.8,9.9,25.3,39.2,17.2,21.0,81.9,9.2,35.5,44.7,24.5,12.1,6.1,4.7,4.0,18.1,19.6,1.7,58.0,2.03,18.1,110.6,74.4,53.4,1.6,112.2,24.6,98.88,51.6,"8,162",50.1,12.2,57.2,13,20,6,11,12,22,4,12,29,6,15,29,7,8,22,10,13,18,8,17,2,26,30,1,20,24,1,27,12,20,16,30,30,22,28,30,25,12
13,Brooklyn Nets,2018,82,42,40,0.512,48.7,112.2,40.3,89.7,44.9,12.8,36.2,35.3,19.0,25.5,74.5,11.0,35.6,46.6,23.8,15.1,6.6,4.1,5.3,21.5,22.0,-0.1,59.2,1.58,16.9,109.0,72.0,52.0,-0.1,108.9,28.2,101.52,49.2,"8,452",50.1,14.6,55.6,14,16,19,17,15,18,25,23,9,23,16,6,18,15,11,20,14,15,20,14,25,5,5,15,6,4,24,9,10,6,21,5,26,28,9,8,7,15
14,Orlando Magic,2018,82,42,40,0.512,48.2,107.3,40.4,89.1,45.4,11.4,32.1,35.6,15.0,19.2,78.2,10.0,35.4,45.4,25.5,13.2,6.6,5.4,4.4,18.6,18.7,0.7,63.2,1.94,18.6,107.6,75.4,51.8,0.6,108.2,25.9,98.65,50.8,"8,133",50.4,13.3,55.0,15,17,22,23,14,5,5,6,22,3,11,25,20,23,24,11,15,24,19,16,19,13,15,12,30,30,12,18,13,14,12,26,27,6,26,29,29,14
15,Detroit Pistons,2018,82,41,41,0.5,48.4,107.0,38.8,88.3,44.0,12.1,34.8,34.8,17.3,23.1,74.7,11.4,33.6,45.0,22.5,13.8,6.9,4.0,5.1,22.1,21.3,-0.2,57.9,1.63,16.5,108.7,74.5,50.9,-0.3,108.4,29.1,97.88,48.2,"8,101",50.9,14.0,54.4,16,15,21,19,16,23,22,25,5,4,7,13,26,26,28,25,16,25,27,18,29,10,6,23,19,16,23,5,24,18,26,20,22,29,13,5,11,16
16,Charlotte Hornets,2018,82,39,43,0.476,48.4,110.7,40.2,89.8,44.8,11.9,33.9,35.1,18.4,23.1,79.7,9.9,33.9,43.8,23.2,12.2,7.2,4.9,6.0,18.9,20.6,-1.1,57.8,1.9,17.0,112.0,73.1,51.4,-1.3,110.7,26.8,99.18,48.6,"8,202",49.5,12.2,55.4,17,12,11,8,19,24,7,21,17,12,23,30,23,18,21,24,17,20,21,13,26,11,10,18,9,17,6,19,22,23,24,29,21,20,2,28,18,18
17,Miami Heat,2018,82,39,43,0.476,48.1,105.7,39.6,88.0,45.0,11.3,32.4,34.9,15.1,21.7,69.5,11.2,35.1,46.3,24.3,14.7,7.6,5.5,4.7,20.9,20.1,-0.2,61.2,1.65,17.6,107.1,73.1,51.5,-0.4,106.7,29.1,98.73,50.1,"8,122",50.9,14.9,54.2,18,13,26,24,17,12,20,17,6,13,8,5,21,27,23,14,18,26,24,21,22,14,14,21,29,22,30,7,15,10,17,8,15,4,20,15,22,17
18,Sacramento Kings,2018,82,39,43,0.476,48.1,114.2,43.2,93.1,46.4,11.3,29.9,37.8,16.5,22.7,72.6,11.0,34.4,45.4,25.4,13.4,8.3,4.4,5.1,21.4,21.4,-1.1,58.8,1.9,17.7,110.8,71.3,52.4,-1.2,109.6,26.8,103.88,49.5,"8,545",48.7,12.8,55.4,19,14,17,10,18,20,8,15,18,26,24,27,16,19,3,18,19,9,4,2,15,15,20,4,21,19,27,10,19,15,14,24,7,25,14,10,9,19
19,Los Angeles Lakers,2018,82,37,45,0.451,48.2,111.8,42.6,90.5,47.0,10.3,31.0,33.3,16.3,23.3,69.9,10.2,36.4,46.6,25.6,15.7,7.5,5.4,5.1,20.7,20.8,-1.7,60.0,1.63,17.8,108.9,72.5,52.7,-1.6,107.4,27.0,103.6,49.5,"8,534",50.2,15.0,55.4,20,11,24,18,22,16,23,14,14,19,14,3,15,20,4,19,20,16,6,9,9,20,17,29,24,14,29,15,5,7,11,2,17,7,15,17,14,23
20,Minnesota Timberwolves,2018,82,36,46,0.439,48.4,112.5,41.6,91.3,45.6,10.1,28.7,35.1,19.1,24.3,78.7,11.3,33.5,44.8,24.6,13.1,8.3,5.0,5.5,20.3,21.9,-1.5,59.1,1.88,17.4,112.2,70.9,51.1,-1.6,110.6,29.2,100.88,49.8,"8,341",49.7,12.9,55.2,21,10,13,7,23,19,10,18,4,27,19,26,25,21,13,16,21,13,13,5,17,23,26,19,4,8,10,6,25,19,15,27,8,17,6,21,8,22
21,Dallas Mavericks,2018,82,33,49,0.402,48.2,108.9,38.8,86.9,44.7,12.5,36.6,34.0,18.8,25.3,74.2,10.1,35.2,45.3,23.4,14.2,6.5,4.3,4.5,20.1,23.2,-1.3,60.3,1.64,17.0,110.1,73.4,51.9,-1.5,108.7,27.3,99.6,49.2,"8,216",50.3,14.2,55.5,22,7,20,14,21,14,21,22,13,10,12,9,19,16,19,21,22,21,28,28,27,7,4,27,8,5,25,16,14,16,23,11,28,26,25,23,2,20
22,Memphis Grizzlies,2018,82,33,49,0.402,48.5,103.5,38.0,84.4,45.0,9.9,28.9,34.2,17.7,23.0,77.2,8.8,33.0,41.8,23.9,14.0,8.3,5.5,4.9,22.0,21.4,-2.6,63.1,1.71,17.9,108.0,72.4,50.8,-2.4,105.6,24.7,97.15,49.0,"8,038",48.4,14.3,54.8,23,8,27,22,24,6,16,13,27,20,26,8,27,24,30,22,23,30,30,30,23,27,25,25,16,18,15,29,26,29,19,16,9,5,18,7,10,24
23,New Orleans Pelicans,2018,82,33,49,0.402,48.2,115.4,43.7,92.2,47.3,10.3,29.9,34.4,17.8,23.4,76.1,11.1,36.2,47.3,27.0,14.8,7.4,5.4,5.4,21.1,21.0,-1.3,61.9,1.82,18.6,112.0,72.9,52.9,-1.3,110.7,28.5,103.89,49.8,"8,553",50.9,14.2,56.3,24,9,12,9,20,11,12,7,7,14,9,10,12,12,2,17,24,3,2,3,6,21,21,24,14,11,18,8,7,5,3,7,19,8,8,13,13,21
24,Washington Wizards,2018,82,32,50,0.39,48.6,114.0,42.1,90.1,46.8,11.3,33.3,34.1,18.4,23.9,76.8,9.7,32.7,42.4,26.3,14.1,8.3,4.6,4.6,20.7,21.2,-2.9,62.3,1.87,18.4,112.9,70.6,53.1,-2.7,110.2,25.2,102.23,48.7,"8,486",47.7,13.6,56.7,25,6,15,4,25,10,11,9,25,28,29,21,9,11,9,23,25,10,11,10,11,16,12,26,10,9,17,23,27,27,6,12,10,23,22,18,12,25
25,Atlanta Hawks,2018,82,29,53,0.354,48.4,113.3,41.4,91.8,45.1,13.0,37.0,35.2,17.6,23.4,75.2,11.6,34.5,46.1,25.8,17.0,8.2,5.1,5.5,23.6,22.2,-6.0,62.4,1.52,17.7,113.1,71.8,52.2,-5.5,107.5,28.4,104.56,46.4,"8,642",49.6,16.2,55.5,26,5,23,3,26,9,29,16,8,24,20,1,17,17,1,26,26,12,15,4,21,4,3,16,17,12,22,4,18,12,10,1,11,13,7,1,5,26
26,Chicago Bulls,2018,82,22,60,0.268,48.5,104.9,39.8,87.9,45.3,9.1,25.9,35.1,16.2,20.7,78.3,8.8,34.1,42.9,21.9,14.1,7.4,4.3,5.8,20.3,18.7,-8.4,55.0,1.55,16.3,112.8,72.7,50.5,-8.3,104.5,24.2,99.3,45.3,"8,232",48.3,14.1,54.1,27,4,29,6,27,25,26,27,30,17,27,12,28,28,20,27,27,27,23,22,20,30,27,20,25,26,11,30,21,25,27,13,20,27,3,22,30,27
27,Cleveland Cavaliers,2018,82,19,63,0.232,48.2,104.5,38.9,87.6,44.4,10.3,29.1,35.5,16.4,20.7,79.2,10.7,31.9,42.7,20.7,13.5,6.5,2.4,5.6,20.0,19.4,-9.6,53.2,1.54,15.6,116.8,73.2,50.3,-10.0,106.8,28.2,97.37,43.6,"8,021",49.6,13.8,54.0,28,2,25,1,30,29,27,29,10,11,21,18,29,29,29,30,28,29,26,23,28,22,24,13,22,27,8,12,29,26,29,22,29,30,4,25,28,30
28,Phoenix Suns,2018,82,19,63,0.232,48.5,107.5,40.1,87.4,45.9,9.6,29.3,32.9,17.6,22.7,77.9,9.1,31.3,40.4,23.9,15.6,9.0,5.1,5.0,23.6,20.7,-9.3,59.5,1.53,17.3,114.2,68.3,51.4,-8.9,105.3,24.7,101.15,45.0,"8,371",46.4,15.3,55.2,29,3,28,2,28,17,28,19,28,30,30,2,24,22,12,28,29,23,22,26,16,28,23,30,18,20,13,28,30,30,20,3,2,14,17,2,17,29
29,New York Knicks,2018,82,17,65,0.207,48.2,104.6,38.2,88.3,43.3,10.0,29.5,34.0,18.1,23.9,75.9,10.5,34.3,44.7,20.1,14.0,6.8,5.1,5.6,20.9,20.8,-9.2,52.5,1.43,14.9,112.9,71.7,49.0,-8.9,104.0,26.4,100.16,44.2,"8,244",48.6,14.0,52.9,30,1,30,5,29,30,30,30,20,25,25,14,30,30,17,29,30,28,29,19,30,25,22,28,11,10,19,13,20,21,30,17,24,15,5,16,15,28
