,TEAM,YEAR,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,AST%,AST/TO,AST_RATIO,DEFRTG,DREB%,EFG%,NETRTG,OFFRTG,OREB%,PACE,PIE,POSS,REB%,TOV%,TS%,W_RANK,L_RANK,OFFRTG_RANK,DEFRTG_RANK,NETRTG_RANK,AST%_RANK,AST/TO_RANK,AST_RATIO_RANK,OREB%_RANK,DREB%_RANK,REB%_RANK,TOV%_RANK,EFG%_RANK,TS%_RANK,PACE_RANK,PIE_RANK,WIN%_RANK,PTS_RANK,FGM_RANK,FGA_RANK,FG%_RANK,3PM_RANK,3PA_RANK,3P%_RANK,FTM_RANK,FTA_RANK,FT%_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,+/-_RANK
19,Sacramento Kings,2019,72,31,41,0.431,48.5,110.1,40.9,88.4,46.2,12.7,34.9,36.4,15.7,20.3,77.0,9.7,32.9,42.6,23.8,14.5,7.7,4.1,4.2,22.2,19.5,-2.0,58.2,1.64,17.4,111.4,73.6,53.4,-1.9,109.5,25.8,99.6,47.9,"7,239",49.2,14.4,56.6,20,11,19,12,21,22,16,18,22,13,22,16,13,17,19,21,20,22,15,19,15,11,12,13,27,28,18,23,25,27,19,19,15,26,25,3,28,21
20,New Orleans Pelicans,2019,72,30,42,0.417,48.4,115.8,42.6,91.6,46.5,13.6,36.9,37.0,17.1,23.4,72.9,11.1,35.4,46.5,26.8,16.4,7.5,5.0,4.8,21.2,21.1,-1.3,63.0,1.64,18.4,111.8,72.9,53.9,-1.3,110.5,28.7,103.89,49.5,"7,548",50.8,15.6,56.8,21,9,15,10,20,7,17,7,4,18,13,2,6,14,4,18,21,5,2,1,13,5,7,7,20,14,29,2,11,6,3,2,19,14,17,14,11,20
21,Washington Wizards,2019,72,25,47,0.347,48.2,114.4,41.5,90.9,45.7,12.0,32.6,36.8,19.4,24.6,78.8,10.2,31.9,42.0,25.0,14.2,8.0,4.3,5.0,22.7,22.2,-4.7,60.2,1.77,17.6,114.7,71.2,52.3,-4.5,110.2,26.2,103.38,47.3,"7,475",47.8,13.6,56.2,22,2,16,2,25,14,9,16,19,28,30,25,21,19,5,22,23,7,11,6,21,16,18,9,6,7,11,17,28,28,12,22,11,24,11,2,4,25
22,Charlotte Hornets,2019,65,23,42,0.354,48.5,102.9,37.3,85.9,43.4,12.1,34.3,35.2,16.2,21.6,74.8,11.0,31.8,42.8,23.8,14.6,6.6,4.1,5.0,18.8,20.6,-6.8,63.9,1.63,17.7,112.8,70.6,50.4,-7.0,105.9,28.0,96.24,45.5,"6,317",48.6,15.0,53.9,23,10,27,6,27,4,19,14,9,30,25,7,28,29,30,28,22,30,30,26,30,15,14,19,26,25,24,3,29,25,20,18,26,27,12,28,16,27
23,Chicago Bulls,2019,65,22,43,0.338,48.2,106.8,39.6,88.6,44.7,12.2,35.1,34.8,15.5,20.5,75.5,10.5,31.4,41.9,23.2,15.5,10.0,4.1,5.9,21.8,19.2,-3.1,58.7,1.5,16.9,108.9,71.9,51.5,-3.1,105.8,26.7,100.46,46.6,"6,563",48.1,15.3,54.7,24,8,29,22,22,20,26,21,15,23,27,5,24,26,16,25,24,27,25,17,25,14,11,22,28,27,22,12,30,29,23,4,1,28,3,8,29,22
24,New York Knicks,2019,66,21,45,0.318,48.4,105.8,40.0,89.3,44.7,9.6,28.4,33.7,16.3,23.5,69.4,12.0,34.5,46.5,22.1,14.3,7.6,4.7,5.0,22.2,19.8,-6.5,55.2,1.54,16.0,112.4,74.2,50.1,-6.5,105.9,30.0,99.11,46.1,"6,594",51.3,14.3,53.1,25,6,28,8,26,27,25,28,1,7,4,17,29,30,25,27,25,29,24,13,26,30,29,27,24,12,30,1,17,7,27,20,17,18,13,4,24,26
25,Atlanta Hawks,2019,67,20,47,0.299,48.6,111.8,40.6,90.6,44.9,12.0,36.1,33.3,18.5,23.4,79.0,9.9,33.4,43.3,24.0,16.2,7.8,5.1,6.4,23.1,21.0,-8.0,58.9,1.48,16.9,114.4,70.8,51.5,-7.4,107.0,26.7,103.28,45.4,"6,999",48.4,15.5,55.4,26,3,25,3,28,19,28,22,16,29,26,3,25,23,7,29,27,17,17,7,23,17,8,30,13,15,10,19,23,22,17,3,13,12,1,1,13,29
26,Detroit Pistons,2019,66,20,46,0.303,48.4,107.2,39.3,85.7,45.9,12.0,32.7,36.7,16.6,22.4,74.3,9.8,32.0,41.7,24.1,15.3,7.4,4.5,5.6,19.7,19.8,-3.6,61.2,1.58,17.7,112.3,71.7,52.9,-3.5,108.8,27.7,97.86,47.3,"6,507",49.3,15.5,56.1,27,4,20,9,23,11,23,15,11,25,19,4,19,21,28,23,26,25,28,27,18,18,17,11,23,22,26,22,27,30,16,6,21,23,4,23,25,23
27,Cleveland Cavaliers,2019,65,19,46,0.292,48.4,106.9,40.3,87.9,45.8,11.2,31.8,35.1,15.1,19.9,75.8,10.8,33.4,44.2,23.1,16.5,6.9,3.2,6.3,18.3,19.6,-7.9,57.3,1.4,16.8,114.8,73.8,52.2,-7.9,106.9,29.6,99.17,45.3,"6,497",51.2,16.5,55.3,28,5,26,1,29,23,30,24,2,9,8,1,22,24,23,30,29,26,20,25,20,21,21,20,29,29,20,5,24,19,24,1,25,30,2,30,26,28
28,Minnesota Timberwolves,2019,64,19,45,0.297,48.6,113.3,40.4,91.6,44.1,13.3,39.7,33.6,19.1,25.4,75.3,10.5,34.3,44.8,23.8,15.3,8.7,5.7,5.5,21.4,21.6,-4.3,59.0,1.55,16.7,111.6,73.1,51.4,-4.0,107.6,26.4,103.94,47.2,"6,736",48.8,14.6,55.1,29,7,24,11,24,18,24,26,18,17,23,13,26,25,3,24,28,12,19,2,28,8,3,28,7,3,23,13,18,14,21,7,4,4,8,12,8,24
29,Golden State Warriors,2019,65,15,50,0.231,48.4,106.3,38.6,88.2,43.8,10.4,31.3,33.4,18.7,23.2,80.3,10.0,32.9,42.8,25.6,14.9,8.2,4.6,4.9,20.1,20.1,-8.7,66.3,1.72,18.2,113.0,72.2,49.7,-8.6,104.4,25.5,101.04,46.2,"6,623",48.1,14.6,54.0,30,1,30,5,30,1,11,8,25,21,28,14,30,28,15,26,30,28,29,21,29,28,25,29,9,18,4,18,26,26,9,13,8,20,16,21,23,30
